"first_launch","fictitious_user_id"
"2013-05-07 06:56:04.561258-07","D5532DF6D8044E66"
"2013-05-07 08:49:38.423033-07","CCF9920FCC318F89"
"2013-05-07 09:15:44.77552-07","64F161520A7308CB"
"2013-05-07 16:53:52.300159-07","587E12A73C75DF8E"
"2013-05-07 21:56:50.893738-07","F9F4C270340FB12E"
"2013-05-08 00:47:27.200884-07","2CCC31DE97ABB37E"
"2013-05-08 02:20:36.077599-07","B7C5108C929F8B16"
"2013-05-08 03:54:16.146024-07","3BCFB0C52D1CE6C1"
"2013-05-08 04:01:45.865288-07","64DA055035DCB39B"
"2013-05-08 06:08:20.958073-07","8F7B04B13EF21F75"
"2013-05-08 07:24:27.277227-07","788F06B1D195AC53"
"2013-05-08 08:18:53.714795-07","3B8363A444BC5763"
"2013-05-08 09:07:04.293078-07","219AAF0BC8A5D798"
"2013-05-08 09:36:08.137424-07","94CC581C84D34290"
"2013-05-08 10:42:40.973434-07","35022663FBE24BB0"
"2013-05-08 12:04:56.995138-07","C31B003BF6D9ABFC"
"2013-05-08 12:36:36.634502-07","9271F6F5D40D3531"
"2013-05-08 13:26:06.231275-07","734B463129D1F1ED"
"2013-05-08 13:38:48.12129-07","EEFF2480BD4AD41C"
"2013-05-08 21:15:52.252332-07","2DE4F68DC2663860"
"2013-05-08 23:36:22.813138-07","CB2609123BA722E6"
"2013-05-09 00:47:01.806714-07","CCBAC48258059BA5"
"2013-05-09 01:01:25.375244-07","E812BAFCAC422791"
"2013-05-09 03:07:25.252795-07","B69FE07ECC0F3A3C"
"2013-05-09 05:45:38.680355-07","5275D15D221EE36B"
"2013-05-09 06:46:58.67503-07","F2CF9BBF276570D7"
"2013-05-09 08:58:44.283011-07","7BF2299B985B48E6"
"2013-05-09 10:39:49.577412-07","5F98BED163258155"
"2013-05-09 11:15:50.986001-07","1CCEE724907B6407"
"2013-05-09 12:12:06.805968-07","DE73C16B1CE32B90"
"2013-05-09 13:18:45.904386-07","6229ACDBCDE78C1E"
"2013-05-09 13:26:00.001472-07","789D75631A2EE979"
"2013-05-09 14:22:50.306563-07","38DA09D03A383A36"
"2013-05-10 00:26:05.644009-07","3016E1A1740A370B"
"2013-05-10 00:26:38.451371-07","B96BA61DC51E1E0D"
"2013-05-10 00:49:45.681121-07","4195A7D81EDE0BB2"
"2013-05-10 01:30:08.629069-07","3B75C191F9A88FA5"
"2013-05-10 03:51:42.541739-07","DBBBD556883B845D"
"2013-05-10 04:29:29.747295-07","0F1405504B5F741F"
"2013-05-10 05:02:37.732244-07","6BD10B6973BC3512"
"2013-05-10 05:44:32.530393-07","4CAD8F6A6D1CC73E"
"2013-05-10 07:04:41.335277-07","15CE9DD24729F68E"
"2013-05-10 09:44:10.900151-07","E5030CBE7F9F39EB"
"2013-05-10 09:59:13.123884-07","DB52E76FEB19C4AD"
"2013-05-10 10:01:21.600803-07","8CF3E1BCA461DADC"
"2013-05-10 10:07:19.457746-07","DF7720C9BAC13945"
"2013-05-10 10:31:22.378081-07","713944B30E6C2528"
"2013-05-10 11:17:10.514735-07","3095356E8AAA70E6"
"2013-05-10 12:27:20.539247-07","54044B42704359F8"
"2013-05-10 18:59:09.670079-07","11B157599D0081B8"
"2013-05-10 21:59:19.826885-07","BE3FFCB5CEADB64C"
"2013-05-11 00:29:03.755285-07","1C772A336E4F74E2"
"2013-05-11 01:42:52.048921-07","92DD37EFBD2E00D1"
"2013-05-11 02:43:34.616383-07","C4324B0D3D790478"
"2013-05-11 03:04:23.505169-07","4CBAFD2A3322BFE5"
"2013-05-11 05:23:36.341652-07","D785859820A74B82"
"2013-05-11 05:36:18.688203-07","95F602F85F3E3E33"
"2013-05-11 06:15:50.44005-07","7C79677C5BC9AD4E"
"2013-05-11 06:16:16.414014-07","65B37CB3FBDF2C69"
"2013-05-11 06:45:01.572241-07","740E247CFC5DC408"
"2013-05-11 07:26:44.491097-07","59C9C587217F1F5E"
"2013-05-11 08:18:34.849044-07","246550F08C20604B"
"2013-05-11 08:39:48.1319-07","F93D708B9565A48A"
"2013-05-11 08:40:05.806276-07","139C8CF870279DC5"
"2013-05-11 09:30:43.927406-07","5333EF68F2F732B2"
"2013-05-11 09:49:34.149465-07","58E2E48C72396106"
"2013-05-11 11:01:47.867555-07","375E5A524DE0241B"
"2013-05-11 12:50:27.556118-07","87ABFD7AC0655FA4"
"2013-05-11 13:02:58.832022-07","CA91B8A9111E985F"
"2013-05-11 14:01:24.923348-07","2315DFAFE687C79A"
"2013-05-11 15:01:56.288254-07","7AF1DDE6D0451CEC"
"2013-05-11 15:15:11.871682-07","A5C6FD7B91A7C7D0"
"2013-05-12 00:50:25.051139-07","9A1233F3024DC8D4"
"2013-05-12 01:28:04.769319-07","ECE6E750ADA442AC"
"2013-05-12 03:31:11.343293-07","DE2B59B09F8F140D"
"2013-05-12 03:58:33.299017-07","3D994E6F09D4B559"
"2013-05-12 05:21:39.60148-07","7A0D95A734DFA347"
"2013-05-12 05:55:59.31524-07","C71CB32AB75E5C72"
"2013-05-12 07:05:53.824502-07","64134C537FB71913"
"2013-05-12 07:11:00.020753-07","A10880C2C6C21730"
"2013-05-12 08:03:25.016956-07","B03F93F77E62D426"
"2013-05-12 08:23:58.593025-07","3537076BE49F2173"
"2013-05-12 08:25:17.924967-07","B422A9C7EB2FBDF8"
"2013-05-12 08:46:33.392258-07","C7EBB62D8F28376D"
"2013-05-12 08:47:42.850402-07","4DF94EFB2D93E3E7"
"2013-05-12 09:16:04.518476-07","DDCEC2EC369E4AAE"
"2013-05-12 09:31:26.773488-07","C9D9F6CDDBA4DBA4"
"2013-05-12 10:20:23.540051-07","7BABA15CD5BC97E8"
"2013-05-12 10:34:43.076701-07","7A727A56438146D2"
"2013-05-12 10:39:49.448696-07","08ECFC404ABA9AF8"
"2013-05-12 11:04:59.868221-07","C39AEC2165E193EB"
"2013-05-12 12:48:07.335357-07","CB3AD3C4B48A82A2"
"2013-05-12 13:19:14.111935-07","7B4F58E50C5856A0"
"2013-05-12 14:32:07.725878-07","18C18F234AE3DB9C"
"2013-05-12 15:23:27.535363-07","B42BC195A0E91D5D"
"2013-05-12 15:31:42.999133-07","6B0CEE8CF6E9752E"
"2013-05-12 16:47:29.735427-07","130F21C627ADB14F"
"2013-05-12 17:20:12.266414-07","B51FF75B856211C4"
"2013-05-12 18:42:43.078018-07","B12A521D799585B1"
"2013-05-12 22:57:34.731523-07","6845FCB287C46790"
"2013-05-13 02:48:31.070771-07","536211D848A389CA"
"2013-05-13 03:30:30.839879-07","01887BC95B104774"
"2013-05-13 03:52:37.867517-07","40EB6C7E55BC5516"
"2013-05-13 04:22:52.609655-07","C0C89EA0DDD5454B"
"2013-05-13 04:42:30.377091-07","C976395EAC080B7E"
"2013-05-13 05:11:19.578639-07","D63F1F3C758FFDD0"
"2013-05-13 05:50:21.915728-07","4A0D26E7CE2E0CAF"
"2013-05-13 06:03:28.53726-07","ABA403C5C79EAA5A"
"2013-05-13 06:47:28.497761-07","70919B570C94DC21"
"2013-05-13 07:07:52.465763-07","AB2D666904F06AB2"
"2013-05-13 08:08:14.471713-07","1450950B24E8E58A"
"2013-05-13 09:08:32.396966-07","98A85CE876197028"
"2013-05-13 09:21:45.339244-07","BCC67D12E8B0625D"
"2013-05-13 11:20:35.648304-07","162F13CD42A032EC"
"2013-05-13 12:11:00.651159-07","AC0C57EBE3CAFCB4"
"2013-05-13 12:45:08.918645-07","4CB0F4DE7762CDDA"
"2013-05-13 12:51:25.453625-07","4E48EB3F0392A829"
"2013-05-13 13:17:30.231924-07","6798B3C6C120CD7E"
"2013-05-13 15:35:04.758624-07","044387B7A4689B29"
"2013-05-13 15:59:15.192411-07","6E68CB323F572EC4"
"2013-05-13 17:17:09.5076-07","0949F886212D54C2"
"2013-05-13 17:18:41.720871-07","D93D4672CF2B8778"
"2013-05-13 17:18:54.806989-07","F39CF6781C408C1D"
"2013-05-13 18:08:23.914762-07","F5541CE0AF744A11"
"2013-05-13 19:45:13.944721-07","CB63366B4FAD17E9"
"2013-05-13 20:17:45.31756-07","4BD756DC9877EDA5"
"2013-05-13 20:19:06.846749-07","D3636C494031045A"
"2013-05-13 20:20:13.739633-07","1750043F3216E6B3"
"2013-05-13 20:25:47.644589-07","1D49F899ABFCD9CF"
"2013-05-13 20:29:42.26364-07","C5036FB185E560CA"
"2013-05-13 21:02:15.862928-07","DFFD11BCD38B6F68"
"2013-05-13 21:29:54.814433-07","63DD07C2BE4A3DFA"
"2013-05-13 21:34:50.414425-07","DDE5D265BE02060E"
"2013-05-13 22:18:23.907907-07","431F8C75194058C5"
"2013-05-13 22:37:43.836942-07","BF5491E433D0208E"
"2013-05-13 23:02:09.078407-07","533453F0F23A38B8"
"2013-05-13 23:05:52.171383-07","F82DFC2C0A2096AA"
"2013-05-13 23:14:09.152071-07","4C26ADD48D1638E1"
"2013-05-13 23:17:01.327335-07","35605EE6C91D6278"
"2013-05-13 23:43:49.557395-07","1E13FFE000E9A02B"
"2013-05-14 00:48:22.258447-07","A08625A4305D9337"
"2013-05-14 00:59:56.017702-07","6519184C41C6F6C0"
"2013-05-14 01:08:00.527093-07","2418F05C0DEBE0E5"
"2013-05-14 01:33:27.427088-07","45A2C83D4FFBEB30"
"2013-05-14 01:47:56.26132-07","F7BC8D3FD59FB17D"
"2013-05-14 02:21:11.369847-07","01C22099C8CB6690"
"2013-05-14 02:31:37.579962-07","B5FFE04267A963FE"
"2013-05-14 02:35:56.241553-07","268BD98606BDE199"
"2013-05-14 03:00:47.907485-07","36A017B0D77CBC7A"
"2013-05-14 03:28:41.210601-07","1FFC30A4B2C82808"
"2013-05-14 03:30:58.357766-07","B41019A9DB0C908C"
"2013-05-14 03:32:09.591988-07","7D5F5AD7D7E5DA5A"
"2013-05-14 03:45:12.709353-07","544FF3E2D91A7690"
"2013-05-14 04:35:23.598821-07","83CD2A89C560B6BE"
"2013-05-14 05:05:37.792832-07","CB53C57EE8D8CDBB"
"2013-05-14 06:53:26.721634-07","42C7DAE7BDA9E297"
"2013-05-14 06:58:38.87681-07","EF534F6C175AE27A"
"2013-05-14 07:11:53.747144-07","F47D3603B8B31B4F"
"2013-05-14 07:48:53.957128-07","AA3DD0621984CA42"
"2013-05-14 08:08:50.285627-07","C573A778F86BDDBB"
"2013-05-14 10:20:04.362961-07","8EB898F2990BF437"
"2013-05-14 11:02:42.674679-07","381766BD85B80EA9"
"2013-05-14 11:04:28.035679-07","C37B00DF5445460F"
"2013-05-14 11:46:18.333355-07","B6C734AA9C86D5F0"
"2013-05-14 11:53:03.357473-07","781441FAD0D1042E"
"2013-05-14 12:21:51.355673-07","DC28D2FE983D34D8"
"2013-05-14 12:25:39.122077-07","1A1FE01349363AEE"
"2013-05-14 12:37:49.498916-07","405851E11712FEF1"
"2013-05-14 12:47:38.035011-07","1635C9747B36632A"
"2013-05-14 12:57:15.799384-07","FF561BABDCA0F4FC"
"2013-05-14 13:24:09.029122-07","5E218408062F1CC8"
"2013-05-14 13:39:16.800013-07","753BD2F07F0CD8E5"
"2013-05-14 13:40:02.277751-07","3C383D304D614707"
"2013-05-14 13:45:07.717425-07","332BCE2377D9E793"
"2013-05-14 13:52:03.293473-07","229765CB3E772C96"
"2013-05-14 14:17:15.609181-07","44ACAC24F150E97F"
"2013-05-14 14:18:11.934585-07","1E7CD792C2C8F0B4"
"2013-05-14 14:23:44.108324-07","9E703075E1D75DA4"
"2013-05-14 14:34:35.599242-07","0A6D59BC7C2C26B3"
"2013-05-14 14:59:00.235033-07","735FCDE6280C9653"
"2013-05-14 15:07:53.840102-07","98213960E2CF72C5"
"2013-05-14 15:10:20.317156-07","9340B0A4C112BD98"
"2013-05-14 15:37:09.456954-07","4C9A04D4FA41A238"
"2013-05-14 15:56:41.07445-07","A047D23D6A33E899"
"2013-05-14 16:00:30.556902-07","418F6A48AE48DAEC"
"2013-05-14 16:12:48.358641-07","44B839DCB9AF5932"
"2013-05-14 16:21:18.570115-07","D1318EA01C17B145"
"2013-05-14 16:34:00.987346-07","902E7FAF4732C723"
"2013-05-14 17:22:03.666049-07","64D4F0124C01ADA0"
"2013-05-14 18:16:28.755075-07","DFBCC72D291B7D88"
"2013-05-14 18:52:56.012291-07","35B7602D495A2D9D"
"2013-05-14 21:05:37.417919-07","3C8B4B32228A5C59"
"2013-05-14 21:33:11.555772-07","0E42306900147168"
"2013-05-14 23:46:32.810732-07","29D58C74C40B5444"
"2013-05-14 23:57:34.396065-07","B5D7FB9A43008E4C"
"2013-05-15 00:20:21.695529-07","12F4ED00B3D1EB41"
"2013-05-15 02:43:34.680311-07","08F33F907EE1AF23"
"2013-05-15 03:11:17.688021-07","E8572A507D08B4AD"
"2013-05-15 03:38:02.172256-07","73D130F2EC338685"
"2013-05-15 03:41:00.786693-07","E9327A2D181534BB"
"2013-05-15 03:42:48.795766-07","AB50E498FDBD0807"
"2013-05-15 04:01:07.872642-07","D7055ED3685924F9"
"2013-05-15 04:41:30.497147-07","68A57D3CD6EC2167"
"2013-05-15 04:56:01.23677-07","1CA5AB9D6A7F688D"
"2013-05-15 05:29:13.635266-07","5B1B7AD8F49555D4"
"2013-05-15 06:40:33.691247-07","6A8C6F72BEE95B78"
"2013-05-15 07:20:32.409127-07","D5048D42720AA030"
"2013-05-15 07:21:17.52836-07","4D281C0AEB245831"
"2013-05-15 07:48:12.395327-07","3C37C169FF45552C"
"2013-05-15 07:52:59.596371-07","D0D0C3CFAE2B7FB8"
"2013-05-15 07:59:06.508003-07","616F19A2B07B31CC"
"2013-05-15 08:44:32.931502-07","58D27E0F7CED3A4E"
"2013-05-15 09:24:41.274318-07","0BB8CD6D0E09C004"
"2013-05-15 10:13:06.799348-07","64C512F9C16A03D6"
"2013-05-15 10:24:38.061144-07","049C5EC471B75669"
"2013-05-15 10:40:37.961462-07","0A6348AE7022D925"
"2013-05-15 10:44:14.427045-07","CC30E80853D5DF04"
"2013-05-15 11:09:24.006296-07","4C1212A2BBC5F054"
"2013-05-15 11:25:23.802642-07","5DEC38DD1100B9B9"
"2013-05-15 11:55:14.748518-07","E4CC247981A01291"
"2013-05-15 12:25:14.557083-07","40C811A503B04962"
"2013-05-15 12:35:50.981699-07","67DC2F38C3460414"
"2013-05-15 12:48:59.812225-07","1B91529046BA8B7E"
"2013-05-15 12:54:01.429466-07","61514E90E7B8EC0F"
"2013-05-15 13:19:48.550212-07","D98A67F51CBFCABA"
"2013-05-15 13:23:47.144796-07","1124C8D132D1986B"
"2013-05-15 14:26:02.073471-07","EB5756D0063F4AFB"
"2013-05-15 14:29:51.862207-07","79D8ACF2B7821627"
"2013-05-15 14:32:17.717965-07","D2F18EC27B084765"
"2013-05-15 14:38:10.98732-07","8BA2EF814671DC95"
"2013-05-15 14:39:55.496979-07","08F31A967C65E323"
"2013-05-15 14:41:02.204455-07","E7F9960AC5767454"
"2013-05-15 14:45:34.330451-07","0DF48E18A0560586"
"2013-05-15 14:55:38.783373-07","53A2F30A52AC101B"
"2013-05-15 14:59:14.101644-07","789BE84114441974"
"2013-05-15 15:01:21.20559-07","F9A3FE3656D3E0F9"
"2013-05-15 15:33:33.368347-07","2B924F0569A94185"
"2013-05-15 16:01:35.353385-07","C4663563D1836249"
"2013-05-15 17:04:32.323774-07","C76966C9BEA4AC10"
"2013-05-15 17:27:12.358917-07","2E96DC1BBDF1F8A3"
"2013-05-15 17:47:39.458811-07","3C9207FEA2B06530"
"2013-05-15 18:18:17.898098-07","99811639C363AF1C"
"2013-05-15 18:38:24.59564-07","2CA2854E14AB2542"
"2013-05-15 19:23:02.537847-07","9226B075B34CB259"
"2013-05-15 19:46:16.892623-07","7E7C1D60DD5EC95F"
"2013-05-15 20:43:17.353779-07","80A1A0B2D3E35F7B"
"2013-05-15 22:17:37.703651-07","B43732952C2A4F70"
"2013-05-15 22:23:32.678337-07","58346B917C71EEB8"
"2013-05-15 23:09:51.59054-07","481D2A7F4FD32486"
"2013-05-15 23:13:40.482574-07","C5F750C63A185212"
"2013-05-15 23:41:02.036364-07","0B9EA06D25B8649C"
"2013-05-16 00:29:08.743127-07","54BA3A5380EE9DDC"
"2013-05-16 00:31:48.373237-07","A219AEFFFC058898"
"2013-05-16 01:09:14.545678-07","F96F1F824377621C"
"2013-05-16 02:01:01.165598-07","987DC3F7FA7B846C"
"2013-05-16 02:02:47.676579-07","705BCFAF3E972146"
"2013-05-16 02:26:04.192628-07","C9A3FFFCFE29D4A4"
"2013-05-16 02:59:53.548767-07","8E06CC5D0E0106F4"
"2013-05-16 03:00:13.256739-07","B1C912B17507EC1F"
"2013-05-16 03:01:35.509401-07","6F8F2DD0ED3E7685"
"2013-05-16 03:24:06.543977-07","642CD3D635901AF4"
"2013-05-16 03:33:06.4945-07","E247472A7923C0F8"
"2013-05-16 03:48:05.127257-07","78F6191FA47B2D18"
"2013-05-16 03:58:09.403835-07","AFA0325C4E49D8FC"
"2013-05-16 04:03:07.835759-07","084D1EC78D5E27EA"
"2013-05-16 05:10:11.274346-07","5EC94307E3F51176"
"2013-05-16 05:11:05.981025-07","F3E2744FB5094589"
"2013-05-16 05:18:07.874543-07","586FA9610AB74C47"
"2013-05-16 05:24:06.722982-07","FCC6CA7DA3D52C0F"
"2013-05-16 05:40:41.134278-07","BDB3825443ED6B10"
"2013-05-16 05:40:48.330268-07","1EF2FBA7CBCB414C"
"2013-05-16 06:33:23.925539-07","DAB48C5E27CC4945"
"2013-05-16 06:49:21.177551-07","73126F00EBB4B9AF"
"2013-05-16 06:55:03.940455-07","FE8B99139BD022B5"
"2013-05-16 07:08:21.522473-07","F71B45CF64588BC4"
"2013-05-16 07:46:19.926975-07","BE784178B0E34659"
"2013-05-16 07:59:28.307107-07","012C5EEEA81CD543"
"2013-05-16 08:03:58.708789-07","2A2E1F083C41F197"
"2013-05-16 08:22:56.810635-07","68B7D6FD6B92ED10"
"2013-05-16 08:58:12.08055-07","EC0FAC2F93FD2055"
"2013-05-16 09:32:19.870574-07","B9921338DF708AEA"
"2013-05-16 09:40:38.655076-07","43F81D81ED2622F6"
"2013-05-16 09:42:09.73051-07","6B4864100EF9BC0E"
"2013-05-16 10:47:57.91656-07","843972B3CA09DD14"
"2013-05-16 14:57:40.862404-07","495FC7F6BA473D44"
"2013-05-16 15:25:24.547192-07","E7B40C86D40E281A"
"2013-05-16 15:27:29.35944-07","F556523A102BD221"
"2013-05-16 15:38:55.625531-07","37440326CF9C99C7"
"2013-05-16 15:53:54.552869-07","5BCE1AD4305542D3"
"2013-05-16 15:56:25.242406-07","C86E4878D363AFDA"
"2013-05-16 16:23:10.970413-07","7763511C3C2C7423"
"2013-05-16 17:46:57.031185-07","EAE20CCC5A125DE4"
"2013-05-16 18:04:49.632384-07","C2EADC7EAA8A599B"
