"count"
13
1
2
2
0
0
3
0
0
9
0
0
0
0
3
1
2
2
0
10
3
0
0
0
1
14
0
2
2
6
0
14
6
1
0
0
0
14
10
14
8
8
4
0
0
0
1
0
0
0
2
0
2
2
4
0
0
3
0
4
0
0
5
0
5
0
0
1
1
0
0
3
0
0
5
4
14
0
0
0
5
14
14
1
7
1
2
0
0
0
0
1
2
1
0
0
2
7
0
0
0
1
0
1
2
0
0
0
0
0
0
5
9
9
3
0
1
11
2
0
0
0
1
0
3
3
14
1
0
3
0
0
1
4
0
0
14
9
0
4
0
2
0
9
1
0
1
6
0
0
4
1
0
3
14
1
1
10
2
2
0
3
0
4
0
0
14
0
0
2
10
0
0
0
0
0
0
5
14
3
0
0
1
0
5
1
6
0
4
4
4
4
1
1
0
0
0
0
1
1
1
0
1
4
9
2
0
0
0
0
1
0
14
4
0
0
14
0
1
0
1
0
0
7
0
0
4
8
1
3
6
6
0
14
2
14
4
4
3
1
0
2
0
0
3
0
0
3
0
0
11
0
0
11
0
1
14
3
0
0
1
1
0
0
0
2
0
1
0
1
2
1
0
0
2
0
0
0
14
14
0
1
0
1
0
0
2
0
0
5
1
4
0
0
1
14
1
2
0
3
1
3
0
1
0
0
3
9
7
11
12
6
0
0
1
9
14
1
0
14
14
14
8
14
14
3
4
6
0
1
9
0
0
0
1
0
0
1
3
9
1
0
9
4
0
0
1
14
1
1
1
2
0
0
0
0
0
2
0
0
1
1
0
0
0
0
0
14
0
2
0
1
6
0
3
1
3
3
5
0
1
0
13
1
3
7
1
3
2
0
0
0
1
0
1
14
0
2
14
1
14
0
0
0
0
0
14
6
1
0
0
0
4
4
14
0
1
13
1
0
0
1
1
0
0
1
0
0
3
0
0
0
0
4
1
0
3
11
4
0
4
0
1
1
0
1
1
1
0
1
4
4
0
0
0
14
0
0
2
0
0
1
1
1
0
0
1
2
0
4
14
1
1
1
2
11
3
2
0
14
1
0
14
14
0
11
11
3
3
3
3
0
2
0
5
1
1
1
14
0
9
0
1
0
1
0
1
0
1
3
14
0
14
1
0
0
0
2
0
2
2
3
1
3
1
3
14
14
14
5
0
0
1
0
0
1
0
2
0
4
0
0
0
14
6
14
7
14
0
1
14
0
0
4
1
1
2
0
9
0
10
0
0
0
0
5
14
2
14
3
1
5
5
8
0
0
5
4
0
0
4
5
1
0
1
5
7
3
3
0
2
0
13
13
1
1
0
0
2
0
0
1
1
7
1
0
1
2
1
1
0
0
1
0
1
4
3
0
0
4
1
1
0
0
1
1
0
2
0
0
0
0
0
0
0
0
2
0
1
14
0
1
9
0
2
1
1
1
1
1
0
0
0
1
0
7
0
2
3
0
0
1
2
0
0
2
14
14
2
7
3
2
9
9
1
0
1
0
0
2
1
0
1
3
0
0
4
0
0
0
0
0
0
0
0
0
0
4
0
1
0
4
14
0
1
1
0
2
0
0
0
0
2
1
0
3
0
0
1
1
5
0
0
0
0
0
6
0
1
1
4
2
0
0
3
0
0
1
0
0
2
3
1
0
0
0
1
3
0
11
0
2
0
0
0
3
14
0
5
3
1
14
0
0
0
0
0
1
4
1
0
5
1
1
1
0
0
1
3
2
6
2
0
0
0
0
0
0
0
0
0
1
14
0
0
0
1
7
2
14
0
14
14
1
1
6
14
6
5
8
0
0
0
0
7
0
14
1
1
14
14
8
2
12
6
0
5
9
7
0
0
1
1
0
0
0
0
3
0
1
1
1
0
1
0
0
1
1
7
1
3
3
4
1
1
2
1
0
0
0
1
0
2
1
0
1
0
1
1
0
8
0
0
1
1
0
0
9
0
11
11
1
14
14
0
11
0
2
1
1
0
1
0
0
13
2
0
0
2
1
14
0
0
10
0
0
13
14
0
1
1
9
5
0
0
1
1
0
0
1
12
0
4
1
0
1
1
0
2
4
0
1
1
1
1
0
1
2
2
0
14
1
0
0
1
3
0
0
6
1
0
4
0
2
1
0
1
0
1
2
2
14
1
14
1
2
0
1
14
1
0
2
0
0
0
0
5
14
6
0
1
4
1
3
0
9
2
0
0
13
2
3
7
14
0
1
3
3
0
0
0
1
1
4
0
0
3
0
1
4
4
6
0
14
0
0
3
1
1
0
0
3
14
11
2
10
0
2
0
0
14
1
1
4
8
0
1
1
1
1
0
0
3
1
0
2
2
0
0
14
11
5
2
0
0
2
1
3
1
14
1
0
0
0
0
0
4
0
1
0
2
0
1
0
0
3
4
4
0
4
0
0
1
0
14
13
2
0
14
1
1
0
9
14
12
0
0
2
0
2
0
0
10
14
0
3
0
14
1
1
1
0
0
0
14
5
1
1
0
0
14
14
1
0
14
0
7
14
0
1
0
14
0
1
3
8
3
0
1
0
1
4
0
0
0
0
0
0
0
1
0
1
0
0
0
0
14
1
0
0
0
0
0
0
0
1
0
3
11
0
4
4
0
0
0
14
0
0
0
2
5
5
0
4
1
14
1
8
0
2
1
2
3
2
1
0
1
3
6
0
0
0
0
2
0
1
1
4
3
14
0
0
0
2
1
1
0
1
8
8
3
3
