"user_id","count"
5993249806,1
5993249824,1
5993250959,1
5993251023,7
5993252044,1
5993252843,1
5993253071,1
5993253450,9
5993253774,9
5993254310,1
5993255270,1
5993255303,20
5993256386,10
5993256934,2
5993257532,20
5993258382,1
5993259097,4
5993259780,15
5993260540,19
5993261775,20
5993261928,16
5993262338,15
5993262348,20
5993262509,7
5993262663,2
5993263317,3
5993264230,2
5993265167,1
5993266415,14
5993269004,19
5993269096,1
5993269378,1
5993269710,4
5993270120,20
5993270986,10
5993272614,5
5993273540,20
5993273543,9
5993273548,3
5993273742,3
5993274508,1
5993274625,1
5993274695,8
5993274954,20
5993275644,11
5993276231,1
5993276362,1
5993277450,15
5993278092,1
5993278824,2
5993279147,7
5993280134,1
5993281095,2
5993281607,20
5993282566,1
5993283015,20
5993283772,1
5993285672,20
5993286459,1
5993287822,1
5993287915,20
5993287976,9
5993288336,1
5993288555,20
5993289857,1
5993290408,3
5993290479,2
5993290863,20
5993291225,1
5993291579,19
5993292748,10
5993292968,13
5993293889,20
5993294182,10
5993295108,19
5993296420,20
5993296427,11
5993297433,20
5993297612,1
5993302474,20
5993302660,6
5993302971,2
5993303754,1
5993304420,20
5993305284,11
5993305671,7
5993305740,20
5993306378,20
5993306596,20
5993306638,16
5993306704,4
5993307649,9
5993308441,20
5993308923,1
5993309185,1
5993309642,20
5993310315,1
5993310443,18
5993310703,17
5993311425,10
5993312001,10
5993313040,12
5993313676,1
5993315268,20
5993316162,1
5993316490,20
5993317252,14
5993317947,10
5993318086,1
5993318180,4
5993318214,20
5993318478,4
5993321131,5
5993322043,3
5993322510,10
5993322768,1
5993323073,4
5993323907,20
5993323969,18
5993325134,20
5993325392,20
5993325509,20
5993325528,12
5993325592,4
5993325656,20
5993325720,1
5993326552,1
5993326564,20
5993327696,1
5993327822,1
5993328592,1
5993328778,20
5993329153,3
5993329548,5
5993330051,20
5993330404,12
5993331366,20
5993332610,20
5993332933,14
5993333186,20
5993333509,3
5993334282,20
5993334564,5
5993336187,7
5993336257,1
5993336784,9
5993338252,20
5993338920,6
5993339112,20
5993339176,12
5993339331,16
5993339590,20
5993341186,20
5993341499,2
5993342017,1
5993342158,11
5993342466,1
5993342663,15
5993343687,3
5993343844,2
5993344408,1
5993344526,12
5993344963,7
5993345000,1
5993345410,10
5993345863,4
5993346055,2
5993347976,6
5993348089,3
5993348227,20
5993348283,19
5993349648,20
5993350214,1
5993350274,20
5993351718,8
5993351938,2
5993352728,5
5993353064,20
5993353158,20
5993355970,17
5993358018,20
5993358086,3
5993358296,1
5993359400,10
5993359811,20
5993360996,20
5993361415,19
5993362128,20
5993362248,12
5993362689,19
5993364737,7
5993365051,19
5993366726,1
5993367462,9
5993369283,1
5993370306,6
5993371207,2
5993371714,2
5993372539,1
5993373456,8
5993373510,19
5993374040,9
5993374088,7
5993374145,1
5993374274,6
5993374728,1
5993376834,19
5993377477,20
5993377861,1
5993380290,1
5993381540,6
5993381697,3
5993381829,8
5993382052,8
5993383042,19
5993383111,1
5993383170,1
5993385083,18
5993385222,4
5993387906,19
5993389954,16
5993391462,1
5993392742,9
5993392891,8
5993393031,3
5993393094,20
5993393798,4
5993394072,9
5993394243,14
5993394683,2
5993397122,20
5993397158,8
5993398296,1
5993400228,2
5993400581,6
5993401572,4
5993402375,2
5993402811,1
5993403330,20
5993403907,9
5993406465,1
5993406928,1
5993407813,1
5993408385,2
5993410952,20
5993411814,1
5993411848,2
5993412934,19
5993413319,2
5993413755,14
5993414244,20
5993415270,5
5993415560,1
5993417808,16
5993419032,1
5993420923,17
5993421635,2
5993422915,20
5993424517,20
5993424891,3
5993425281,1
5993425318,20
5993425496,4
5993426854,8
5993426881,5
5993427009,1
5993429445,20
5993431334,7
5993432484,1
5993433188,8
5993435137,12
5993435864,1
5993437057,7
5993439396,18
5993440579,16
5993440641,20
5993440912,7
5993441347,1
5993441603,20
5993443672,16
5993446145,1
5993446587,6
5993447000,20
5993447107,6
5993447204,20
5993447867,1
5993448705,1
5993449444,2
5993449572,1
5993450980,5
5993452816,20
5993453146,3
5993454213,16
5993455312,18
5993456400,1
5993457925,8
5993458832,6
5993459738,1
5993460324,20
5993460421,5
5993464151,1
5993464392,1
5993464406,20
5993467397,1
5993468570,20
5993469064,14
5993469200,10
5993470039,20
5993472215,1
5993475044,10
5993477443,1
5993478725,12
5993480663,1
5993481431,19
5993484035,20
5993486430,19
5993488282,16
5993490051,20
5993490115,1
5993490793,7
5993494339,1
5993497690,4
5993505566,20
5993508931,14
5993509955,7
5993511002,20
5993516826,2
5993520762,5
5993524538,2
5993530455,17
5993532830,6
5993534842,19
5993538071,20
5993540382,1
5993541214,2
5993544698,6
5993547550,20
5993548183,9
5993551786,12
5993553122,10
5993554591,7
5993557866,20
5993559646,15
5993560542,2
5993562202,3
5993563834,19
5993564183,1
5993567074,8
5993567394,15
5993568407,20
5993569322,9
5993569770,1
5993571999,6
5993574200,4
5993576286,2
5993576666,12
5993577383,1
5993578078,1
5993580607,1
5993582266,18
5993582815,20
5993583162,5
5993583783,2
5993585594,19
5993586424,6
5993587391,7
5993587799,1
5993588063,1
5993588458,1
5993589523,3
5993589674,18
5993590175,1
5993590506,12
5993590615,1
5993591326,20
5993593246,5
5993594010,7
5993594047,1
5993594488,2
5993596322,19
5993596386,9
5993596903,1
5993596954,1
5993599130,16
5993600551,6
5993601208,14
5993603987,10
5993604794,11
5993606008,14
5993608952,14
5993608990,13
5993609235,1
5993609759,20
5993610042,1
5993611066,6
5993611135,20
5993612823,20
5993614399,3
5993614714,1
5993614842,20
5993614883,2
5993614994,20
5993615103,4
5993616490,1
5993616666,8
5993617063,2
5993617626,1
5993617983,9
5993618495,1
5993618714,10
5993621183,1
5993621658,20
5993621783,20
5993622238,1
5993622423,3
5993622611,20
5993625821,7
5993626019,14
5993627229,9
5993628218,1
5993628602,5
5993628702,20
5993629970,14
5993630367,7
5993630487,20
5993630840,7
5993631994,4
5993632227,1
5993633466,20
5993634154,2
5993634515,13
5993635155,5
5993635999,1
5993636638,9
5993638008,10
5993638074,1
5993638231,20
5993638778,19
5993640184,9
5993647071,2
5993647331,20
5993655146,6
5993658282,1
5993658666,14
5993658855,5
5993659602,16
5993661304,20
5993665507,20
5993668095,19
5993668415,20
5993673506,20
5993673516,1
5993674338,20
5993675135,20
5993675256,20
5993676408,19
5993677725,11
5993678301,1
5993678559,4
5993678776,5
5993678840,20
5993681235,19
5993683308,18
5993684189,1
5993685026,3
5993685183,1
5993685304,10
5993685795,20
5993686050,11
5993686306,1
5993687522,20
5993688319,9
5993689514,1
5993689554,20
5993690535,20
5993690559,1
5993690722,1
5993691362,20
5993692450,20
5993694493,20
5993694610,20
5993694815,20
5993695864,19
5993697695,1
5993698090,19
5993699347,1
5993699421,2
5993699427,7
5993700152,10
5993701799,1
5993702559,20
5993702567,4
5993702712,17
5993702847,1
5993702946,20
5993704157,3
5993705663,20
5993706407,1
5993706911,20
5993706924,13
5993707235,1
5993708386,19
5993708984,7
5993710994,16
5993712671,10
5993714540,20
5993715747,17
5993716642,19
5993716700,1
5993717155,19
5993717240,5
5993717277,20
5993717346,9
5993717468,1
5993717794,14
5993718439,5
5993719207,20
5993721058,7
5993721528,13
5993723027,1
5993723859,1
5993725596,17
5993727261,1
5993727288,4
5993730284,18
5993733980,1
5993734015,5
5993734163,2
5993737938,20
5993738963,1
5993741695,12
5993741951,2
5993742847,9
5993743295,20
5993743324,2
5993744413,4
5993746915,1
5993747603,20
5993748637,3
5993751295,4
5993751698,1
5993753107,20
5993762275,11
5993764572,1
5993764765,16
5993765980,18
5993766179,6
5993767123,1
5993768658,20
5993769507,1
5993770269,13
5993774044,1
5993775186,19
5993776748,2
5993778269,1
5993778477,19
5993782956,11
5993784364,1
5993788332,1
5993788562,20
5993793106,20
5993794194,18
5993795805,19
5993796973,1
5993797164,10
5993798060,6
5993800541,18
5993802013,17
5993805394,1
5993807837,1
5993812588,18
5993814444,19
5993815789,1
5993818396,5
5993819821,16
5993824941,1
5993825180,11
5993826396,1
5993831008,1
5993836908,20
5993840557,3
5993843501,1
5993844460,1
5993847072,1
5993847636,2
5993848860,20
5993849005,20
5993849441,14
5993849627,20
5993849948,16
5993851873,1
5993854172,20
5993855825,20
5993856337,1
5993858076,20
5993860699,1
5993860961,1
5993863009,19
5993865820,16
5993868704,20
5993868768,19
5993869969,11
5993871836,7
5993872941,18
5993873248,20
5993874068,1
5993874132,16
5993876729,20
5993877269,2
5993877595,4
5993877660,20
5993880411,12
5993880980,20
5993882908,20
5993883221,20
5993884665,1
5993885601,19
5993886137,1
5993886713,7
5993886811,3
5993887253,20
5993887329,17
5993887777,2
5993892881,1
5993893088,20
5993894637,8
5993898517,5
5993899092,7
5993902228,1
5993903899,1
5993908948,1
5993911481,4
5993912404,4
5993915665,2
5993917801,1
5993918037,1
5993918381,12
5993920173,2
5993920853,3
5993923949,16
5993924269,4
5993924985,20
5993925805,1
5993925869,1
5993926292,9
5993926545,11
5993927633,3
5993928021,6
5993928404,2
5993930897,9
5993931680,1
5993932000,2
5993932265,20
5993932665,1
5993933275,5
5993933601,20
5993933920,20
5993935259,5
5993935636,18
5993935905,13
5993941397,4
5993944057,5
5993947669,8
5993949473,1
5993950107,15
5993950228,1
5993950875,20
5993951033,4
5993951633,19
5993954331,15
5993956193,4
5993956635,20
5993957460,17
5993957649,19
5993957909,2
5993958555,8
5993959317,20
5993959700,16
5993959969,16
5993960401,4
5993960621,20
5993960813,17
5993961429,11
5993961435,2
5993962657,5
5993964433,19
5993964641,3
5993965137,8
5993966869,18
5993966880,20
5993967520,5
5993967569,10
5993968213,13
5993969627,18
5993970641,1
5993971744,8
5993972561,3
5993975264,1
5993975697,17
5993977632,11
5993977883,17
5993977947,20
5993981780,20
5993983329,1
5993983707,19
5993984347,2
5993984731,2
5993984928,1
5993985876,15
5993986144,8
5993986873,19
5993987605,20
5993987680,7
5993987925,16
5993987936,4
5993988116,9
5993989019,1
5993989408,11
5993989856,20
5993992660,9
5993993883,18
5993998649,13
5994002657,4
5994002708,4
5994003361,19
5994003540,17
5994004180,19
5994007057,20
5994007584,6
5994008788,20
5994010129,1
5994011221,8
5994013113,5
5994014545,4
5994014585,1
5994015701,1
5994016539,1
5994016953,19
5994017365,1
5994018977,19
5994026297,19
5994026617,6
5994045049,20
5994046777,6
5994052729,4
5994253718,20
5994257878,1
5994261590,5
5994272342,2
5994293334,20
5994344662,1
5994361046,9
5994362070,20
5994367702,1
5994367766,11
5994396502,1
5994415190,1
5994417046,20
5995346153,20
5995348073,14
5995348585,20
5995362601,10
5995364585,20
5995372585,13
5995374441,12
5995422633,6
5995434089,8
5995446697,1
5995459689,2
5995499433,3
5995509097,20
5995521001,18
6726874097,20
6729281204,3
6730825270,1
6733101430,2
6742761968,8
7073940915,6
7243842546,6
7257707063,20
7258238646,36
7259119024,20
7260144434,1
7261286513,20
7263046775,4
7263145586,20
7265507959,20
7266134578,1
7266452533,1
7266936433,9
7267674224,8
7268055602,20
7268082099,5
7269945590,20
7270698739,5
7271039286,6
7271263093,3
7271394609,20
7271756916,20
7271798838,9
7271949747,12
7272098167,10
7272171062,8
7272310704,1
7272324853,17
7272364274,20
7272501814,20
7272541428,7
7272583216,19
7272609457,12
7272612660,19
7272639475,20
7272667700,14
7272752885,20
7272798518,20
7272857842,3
7272992373,15
7273023092,20
7273398386,18
7273401650,20
7273406067,1
7273424818,4
7273464882,20
7273481714,20
7273495218,20
7273497266,19
7273515378,14
7273523122,1
7273533937,20
7273540786,12
7273550258,1
7273553650,5
7273562801,20
7273571185,8
7273583921,10
7273588657,4
7273605809,2
7273606711,20
7273607473,20
7273614449,5
7273614961,1
7273616049,4
7273616817,20
7273618487,5
7273623728,20
7273624177,1
7273625079,19
7273625137,4
7273625713,9
7273626225,2
7273626807,20
7273635312,20
7273638768,7
7273639792,1
7273641329,20
7273645105,2
7273649271,19
7273651639,1
7273652977,13
7273662960,3
7273664375,1
7273666416,1
7273668080,20
7273671223,20
7273684401,16
7273685622,20
7273688880,13
7273690800,10
7273691127,1
7273692849,18
7273697846,20
7273698352,20
7273707894,8
7273709686,19
7273714614,19
7273717111,5
7273719479,2
7273721463,9
7273723766,19
7273724208,20
7273724407,6
7273729655,20
7273732087,3
7273735159,15
7273737520,1
7273737910,7
7273739888,1
7273746352,20
7273752887,3
7273754167,19
7273763440,5
7273764400,7
7273768247,17
7273769079,1
7273781046,3
7273785648,18
7273788464,7
7273788720,5
7273798704,1
7273801078,19
7273801398,1
7273803190,1
7273806454,9
7273807222,1
7273809008,11
7273834486,2
7273839670,1
7273851252,2
7273852022,19
7273853492,10
7273853942,10
7273859702,1
7273859766,20
7273860790,4
7273864438,11
7273872180,10
7273876724,6
7273904053,19
7273904309,20
7273905268,9
7273919157,20
7273919413,13
7273922932,4
7273924533,20
7273929716,1
7273947700,1
7273952373,1
7273958644,1
7273961588,14
7273974709,20
7273975604,19
7273976756,19
7273978612,2
7273984115,20
7273995123,20
7273998069,19
7274008819,20
7274020147,9
7274027253,6
7274028019,3
7274028467,4
7274034419,18
7274035317,3
7274036851,19
7274038387,18
7274039347,5
7274049653,10
7274053621,19
7274053749,17
7274057715,20
7274059765,1
7274095923,20
7274098995,20
7274099635,13
7274103027,20
7274103987,8
7274113715,1
7274128115,20
7274129843,1
7274134707,20
7274139251,1
7274144371,1
7274144627,1
7274157747,7
