"dt","avg"
"2013-04-11",16.9190591038055
"2013-01-05",14.3848606287292
"2013-02-09",16.8005179533842
"2013-01-18",13.193852777828
"2013-05-21",19.4013970472544
"2013-04-24",17.460185054718
"2013-04-30",17.5904650103599
"2013-02-20",15.6841911493999
"2012-12-03",14.3956037618326
"2013-03-09",15.2557083431727
"2012-10-05",7.89785855731245
"2013-03-14",15.2088969896189
"2013-05-22",19.229411300868
"2013-05-01",17.3996053647147
"2012-12-29",14.3155648810012
"2013-02-23",15.72390773311
"2012-11-19",14.4035358756636
"2013-03-12",15.633140151025
"2012-12-06",13.753657483714
"2013-02-12",14.8274124005587
"2012-12-10",14.6943893491705
"2013-01-08",14.5914691480989
"2012-11-05",14.1954711495453
"2013-05-11",17.2791657273912
"2013-04-14",19.3147063529161
"2013-03-30",16.9395707556558
"2012-12-24",12.9933129242862
"2013-05-06",18.990532055315
"2013-05-12",17.31953756176
"2013-03-04",14.8979058871859
