"fid";"count"
551317659;95
551358938;3
551404614;18
551406976;201
551411428;3363
551420690;14
551487373;132
551503802;11
551562053;9
551590104;85
551630319;5
551631475;147
551648904;337
551650201;93
551722766;72
551723680;109
551761082;44
551775846;21
551830283;31
551883507;1
551885552;11
551885951;359
551895001;3
551923845;1
551947005;110
551984174;22
552052622;147
552105614;178
552120560;2
552173149;1266
552205494;127
552227919;49
552231203;7
552255693;1644
552298053;54
552330250;82
552330714;6
552436954;69
552455138;395
552462998;1559
552530460;120
552532793;901
552563454;24
552575360;1
552606928;2
552609219;314
552622060;603
552633787;87
552640097;1181
552657124;306
552718655;603
552768819;72
552771230;5
552794466;1
552814765;3
552829540;101
552843275;5
552860181;218
552867577;384
552879085;315
552880386;21
552905190;5
552918349;1
552957473;7
553010291;429
553029883;26
553035647;13
553131302;1018
553152778;4
553259210;80
553283935;305
553292265;497
553335732;146
553399925;362
553405331;1
553423938;166
553438052;52
553483037;234
553526319;2
553575251;87
553617651;105
553631743;3
553635143;28
553681229;1
553784972;1561
553800814;93
553871788;28
553916052;186
553950134;14
553951534;1040
553951711;2
553973785;54
553984714;7
554008371;462
554037881;27
554111241;7
554178528;8
554207236;98
554245516;30
554249896;3
554254867;270
554352216;5
554360262;1
554386804;3
554389538;4
554392322;4
554426182;110
554522524;212
554539138;55
554541908;1
554582048;157
554596494;375
554597323;1
554642639;151
554648687;243
554683516;77
554830286;6
554851797;689
554885775;91
554907992;2
554930626;205
554951245;98
554963318;208
555030280;147
555030527;162
555074538;6
555137465;183
555149751;211
555154704;67
555170663;4
555173715;49
555257232;11
555263612;240
555300489;78
555302302;70
555311856;759
555326587;20
555351745;384
555384459;252
555411049;173
555448213;5
555485210;80
555519110;9
555557323;28
555590787;82
555599219;48
555601714;30
555624494;156
555743860;4
555800142;12
555810588;37
555817711;157
555910373;6
555930756;219
555996677;5
556084195;78
556093356;292
556108007;3
556196553;34
556200076;2
556207418;4
556246345;1
556274356;142
556292080;73
556295117;619
556314579;136
556385830;7
556443363;143
556474533;76
556648920;117
556673348;3
556690784;104
556710451;247
556800171;142
556823866;28
556837638;26
556876321;161
556903949;80
557018507;163
557084079;524
557110888;277
557115363;78
557142952;182
557187187;192
557212012;149
557268136;25
557302094;347
557390043;91
557507444;114
557526741;67
557557736;203
557573772;6
557575315;73
557616448;178
557623595;4
557638174;672
557709602;151
557745074;5
557767284;29
557773741;6
557820867;6
557835477;120
557843744;5
557860389;45
557882946;56
557910977;10
558006965;1
558020380;160
558024601;6
558039404;1647
558061199;1
558073266;111
558168666;490
558219015;5
558224198;7
558234899;90
558286322;21
558292692;120
558330856;121
558347927;136
558376037;2
558476885;18
558516263;53
558519788;211
558525723;45
558588684;251
558602339;88
558633774;9
558655610;411
558665996;1
558685534;168
558700644;1
558720577;186
558729539;65
558762966;243
558785617;8
558846578;11
558846905;104
558904528;4
558950530;202
558957030;8
558958386;2
558966205;7
558977060;47
558979089;292
559004126;356
559073015;117
559120223;575
559291477;1
559327644;3
559366971;11
559369842;441
559435571;374
559462020;181
559463809;1
559486587;240
559500676;592
559580649;288
559597791;169
559643992;50
559683265;170
559740667;78
559851214;43
559859473;769
559873057;9
559890299;164
560018373;11
560025305;320
560059504;206
560061210;3
560074545;118
560097933;31
560175548;44
560206070;1598
560209638;124
560214847;129
560286665;2
560341358;14
560355506;734
560373653;7
560566750;171
560643962;733
560650269;2
560653680;1
560705682;4
560720606;5
560737938;219
560771489;1398
560790937;71
560845524;18
560851769;460
560860937;3
560909052;96
560929553;108
560939446;30
560940461;9
560943351;343
560955444;1
560964822;105
560985939;1
561031505;100
561107906;262
561115348;4
561173886;107
561187218;1
561209688;64
561222425;319
561277627;837
561363666;575
561375426;3
561377820;526
561387875;249
561392156;2
561436997;19
561476986;1
561486689;8
561494873;19
561537835;306
561566336;1
561609365;77
561627242;161
561635734;1350
561651132;5
561680564;1
561686224;3
561686557;9
561687771;133
561708147;53
561719906;640
561725253;14
561728695;56
561731493;613
561749847;152
561752999;1001
561769676;128
561782593;7
561785649;2
561795295;33
561814244;68
561827145;152
561854012;1
561866377;225
561870677;56
561872797;119
561898988;265
561947274;81
561999724;9
562022499;39
562033082;12
562036336;170
562060732;99
562086481;89
562102224;70
562116811;99
562129917;83
562137627;2
562173461;262
562225373;152
562225957;46
562264676;218
562326202;2
562336139;31
562362846;250
562380716;3
562463875;115
562478555;55
562486696;516
562492736;59
562520557;64
562527788;18
562538339;362
562538625;49
562628505;9
562634567;6
562672615;1
562712497;366
562731741;1
562899867;491
562973717;6
562990870;78
563022552;142
563100970;549
563134335;200
563160878;45
563166093;5
563173646;649
563196908;286
563221527;76
563270193;4
563352760;66
563354241;4
563390751;247
563395468;9
563413866;173
563504870;1557
563514729;79
563552497;3
563649338;4
563675775;129
563696151;39
563776424;49
563882802;55
563955005;111
563960972;9
563964146;157
564064379;13
564088016;60
564091381;92
564128044;56
564154254;281
564187622;181
564232034;10
564242816;99
564282797;4
564291621;108
564370009;246
564479858;2
564537342;45
564541663;27
564594328;2
564622455;164
564637626;477
564644965;63
564702387;195
564734628;80
564745366;446
564786300;147
564811980;28
564833505;522
564846700;203
564858036;192
564921976;14
564952846;7
564960892;160
565076399;21
565145285;26
565149242;240
565191820;3
565211624;35
565282242;388
565346749;197
565347189;53
565381507;17
565391254;309
565407436;3
565414362;393
565438835;4
565443504;682
565472318;1
565476817;48
565483690;72
565584242;1
565630277;57
565634992;735
565636899;107
565658433;6
565737090;4
565737204;71
565764898;78
565787420;7
565819714;2
565851829;66
565857784;171
565907010;2
565930617;47
565953650;1170
566012141;25
566023170;58
566033315;16
566070199;279
566097945;143
566120211;117
566193133;185
566202039;31
566259364;74
566270083;117
566328004;184
566330148;178
566390031;29
566390711;8
566473507;15
566475981;116
566505013;6
566522196;2
566550300;1
566550839;39
566561987;103
566604711;112
566617537;169
566630874;285
566680709;161
566687798;12
566761932;13
566882033;290
566885281;2
566910916;43
566924284;1
566941601;8
566941800;50
566951008;53
566951966;3
566991040;251
566998455;11
567009828;40
567068313;41
567080154;30
567190330;50
567195276;6
567225044;65
567228262;260
567261582;164
567288778;1280
567296650;492
567337900;148
567345729;5
567357148;715
567367875;99
567404411;72
567472271;128
567473457;185
567528014;135
567596384;1
567623140;19
567641328;2
567707357;1
567720654;333
567740366;276
567752692;93
567763135;33
567847461;177
567868098;607
567911338;78
567919284;11
567976182;6
568025076;62
568032606;20
568068140;13
568112460;40
568130859;140
568156751;1
568172897;93
568186004;221
568250049;3
568260850;70
568265733;6
568292258;23
568297076;12
568330066;36
568347492;475
568385257;2
568435055;2
568457570;104
568465965;19
568553190;4
568573729;2
568581123;302
568618341;299
568676594;4
568685341;4
568810457;25
568933087;80
568946269;31
568973764;372
569010055;305
569011839;50
569030332;14
569036082;61
569045359;141
569051567;360
569055377;309
569151059;227
569213874;51
569215593;274
569237028;118
569248048;124
569253763;106
569268124;214
569309593;5
569320370;54
569328941;225
569417320;3
569492745;175
569498567;176
569517250;2
569529458;1
569561866;104
569602710;53
569671555;33
569680359;2
569687792;528
569724745;613
569779664;50
569856196;43
569896529;364
569915081;4
569969146;281
569970467;46
569975152;147
570035447;4
570062675;54
570091088;161
570105422;2
570139460;7
570141040;57
570168105;71
570197924;21
570215014;217
570262802;139
570299257;80
570352492;125
570423870;399
570429251;239
570432710;347
570569219;100
570599020;179
570609017;65
570620540;12
570626149;69
570677426;185
570678665;3
570731180;329
570733948;19
570737392;1840
570761817;394
570791619;260
570830724;295
570915630;136
570935356;370
570936320;19
570965709;83
570974778;72
570990444;337
571100220;113
571141296;48
571233967;205
571277551;2
571281192;164
571362756;123
571432842;16
571448868;606
571538411;4
571546031;7
571565310;337
571565685;65
571636457;98
571651087;21
571652075;27
571675315;4
571676201;1
571685272;309
571686590;11
571736110;51
571755616;512
571785374;133
571798180;362
571812912;6
571817147;429
571847081;88
571888316;14
571910557;1
572008486;22
572015493;6
572074495;24
572095242;194
572105739;270
572143731;11
572178337;43
572265743;206
572277865;2
572310030;4
572311032;53
572325335;2
572356832;77
572372606;403
572413371;26
572417653;30
572481589;302
572485689;86
572503833;1
572506558;2
572518184;3
572543727;28
572641106;4
572729273;9
572799198;42
572828091;203
572880005;473
572885905;4
572908183;77
572910106;8
572956393;153
572960516;44
572986259;56
573046357;76
573050211;46
573056333;237
573111245;1
573118152;8
573145564;71
573203482;311
573213298;56
573247778;64
573275256;33
573289108;3
573308103;545
573332093;95
573338626;4
573443058;6
573448921;109
573477428;169
573520760;210
573525989;1
573526564;14
573535069;120
573546004;4
573596402;1
573609457;62
573615633;1
573621143;151
573735396;27
573742362;26
573853580;34
573878267;23
573884327;934
573886102;156
573906375;206
573940946;194
573958528;311
573975454;1
573983854;122
574004923;68
574029044;8
574053310;226
574111670;11
574130542;67
574145011;109
574189161;365
574321583;88
574346555;303
574350651;105
574415790;214
574440941;454
574477399;47
574501246;5
574517994;65
574559413;544
574620441;218
574635528;51
574653805;51
574746679;4
574832151;275
574868946;209
574901086;56
574917712;108
574918555;81
574926114;665
574995317;8
575147377;317
575157599;67
575176941;46
575231031;147
575291576;17
575292993;3
575441144;7
575495345;4
575506405;55
575599285;18
575616338;166
575703239;89
575726064;651
575736326;114
575831749;69
575945966;66
575991867;320
576057696;21
576068606;5
576076934;44
576108830;112
576181760;7
576271230;3
576286420;16
576351985;102
576406345;77
576427290;277
576433425;128
576506133;254
576551164;162
576576199;109
576629725;58
576736200;159
576760201;159
576807019;2
576866120;171
576946059;87
576961682;1
576968664;96
576977357;1
577026616;4
577095010;41
577105110;62
577200618;57
577220861;236
577329281;3
577366067;1
577417311;4
577527773;1825
577546963;32
577607799;256
577637372;115
577710622;163
577753378;434
577756153;6
577782292;150
577803791;9
577838832;70
577842676;631
577891857;706
577923671;2
577923812;64
577924878;49
577930770;97
577970849;34
578001006;8
578003266;9
578007671;36
578012344;5
578019150;102
578026132;82
578041805;97
578124645;71
578146770;1
578151328;125
578253784;1
578283715;46
578340685;94
578394902;4
578412433;527
578418843;437
578443561;1
578469388;181
578536568;8
578655760;129
578662975;1
578674097;50
578700114;98
578733622;98
578736961;6
578738656;20
578796181;50
578802356;43
578814923;73
578817028;361
578827839;95
578880977;2
578883480;1
578914516;4
578939127;13
578944776;17
578952673;637
579008615;70
579013455;128
579105673;138
579134737;36
579163049;676
579206152;314
579208112;478
579259220;245
579281261;40
579298958;193
579308633;8
579384435;1
579413295;69
579437965;88
579452199;143
579456281;74
579582706;1
579650382;18
579672950;70
579686528;5
579791952;840
579808602;1
579830005;4
579869537;5
580000137;2
580001204;216
580005861;193
580067248;4
580070973;117
580080928;10
580095153;14
580146045;165
580174947;119
580217165;281
580236125;1
580252024;29
580368078;32
580404736;3
580416388;132
580481680;2
580560115;63
580590293;5
580602549;24
580613897;170
580660559;330
580694224;340
580697335;7
580708867;229
580732862;190
580734012;65
580747630;336
580844772;1094
580870855;18
580884492;165
580944922;50
580980441;1
580992670;18
581011636;237
581070798;235
581100315;78
581183526;75
581231859;542
581243032;57
581276999;35
581306731;56
581433018;1
581435370;179
581669376;376
581679146;167
581714857;307
581780478;1
581804220;186
581808507;1
581813198;41
581876310;251
581892604;134
581943708;231
582018781;7
582079357;499
582118746;293
582129859;182
582327599;2
582330303;145
582334564;41
582374950;872
582413611;377
582422173;93
582423402;3
582440221;6
582463380;81
582483758;38
582525843;26
582559396;158
582632283;74
582642944;49
582658176;1
582744281;103
582757374;63
582813719;5
582840240;244
582898586;15
582908799;17
582930557;2
582989832;18
583024746;135
583033449;7
583054618;308
583058097;715
583089446;127
583165250;113
583180514;1
583226755;764
583233917;110
583236512;240
583278217;150
583360303;5
583366213;133
583415840;16
583420362;20
583435299;1
583439065;95
583453246;6
583459250;2
583466976;76
583476775;109
583520699;17
583530816;63
583647863;146
583690025;19
583716027;3
583723588;1065
583747128;84
583775521;12
583812193;6
583819806;206
583866977;2
583921773;11
583934383;120
583990978;91
584047478;4
584080699;153
584091078;10
584133368;141
584177005;541
584215913;209
584231832;67
584300192;204
584380297;128
584385213;48
584398434;17
584502844;7
584523338;40
584541333;66
584552708;216
584606235;5
584623477;98
584649750;57
584655743;56
584657703;238
584707756;100
584737738;473
584796843;65
584825524;5
584840652;4
584861610;3
584862914;187
584865464;203
584896043;25
584942180;5
584943831;5
584960114;230
584995214;4
585077100;131
585125442;191
585136661;109
585138908;503
585186993;186
585212609;129
585218407;321
585220901;151
585289837;56
585292164;505
585297197;24
585320917;498
585350405;16
585376659;139
585386684;437
585397206;196
585403780;24
585436401;43
585534451;2328
585550487;495
585599288;51
585601626;10
585611058;2
585641641;1
585680572;9
585710978;173
585727485;370
585780723;1
585846582;1
585950259;41
585955460;12
586080282;278
586124415;57
586141869;38
586157691;20
586175650;1
586210902;2
586211101;13
586221526;2381
586320226;1201
586332192;3
586358202;278
586432623;32
586434663;63
586473433;12
586490795;379
586527214;2
586540297;2
586546420;65
586550346;2
586645113;7
586789304;318
586800195;233
586806161;1118
586838270;90
586929513;7
586942721;71
586989744;109
586994667;39
587230567;32
587296037;48
587300942;8
587362302;372
587405652;135
587408227;102
587428635;1
587447844;1
587508285;135
587547206;159
587562434;179
587575680;20
587601865;131
587655320;27
587781093;77
587795352;50
587808996;134
587824185;7
587841195;21
587890169;79
587915434;121
587933083;3
587943704;11
587958726;670
587998232;73
588071857;84
588134922;5
588260042;83
588301093;79
588427016;47
588457677;70
588527801;128
588548733;6
588560927;102
588667348;78
588683730;85
588749026;34
588759751;5
588832683;16
588872553;1
588940235;1
588969474;96
588984118;138
588995464;99
589053411;64
589059078;5
589085576;49
589125979;3
589126791;167
589199290;1091
589205637;42
589267600;1
589282595;365
589293794;741
589373238;79
589392421;5
589406731;281
589414452;9
589419619;1
589424329;38
589455957;266
589500031;167
589520665;16
589520742;4
589570568;729
589570985;12
589626681;1
589630354;222
589722156;8
589741900;11
589849085;12
589875871;32
589892270;656
589925292;144
589933691;3
589963265;134
590052841;221
590088735;191
590101625;36
590111888;166
590115316;84
590134074;509
590151022;24
590153564;54
590170571;41
590175299;4
590183666;101
590235205;23
590246722;137
590264135;730
590274017;54
590317106;15
590354672;1
590364828;12
590367992;166
590407403;53
590465219;220
590541412;96
590577791;1
590583173;17
590618224;3
590630399;2
590681634;219
590694254;23
590696101;1
590719381;110
590726572;303
590736603;11
590743749;205
590838491;136
590870863;124
590885291;10
590892263;159
590923882;260
590924530;121
590938848;2
590956633;88
590975238;62
591099052;6
591121227;41
591202053;177
591276079;1
591295084;3
591320161;5
591384132;266
591390077;471
591448139;371
591477286;280
591489536;175
591563882;3
591589657;14
591603324;157
591652897;116
591678480;42
591750392;2
591769993;131
591780474;508
591800050;1
591832445;529
591840664;41
591866960;71
591912086;1
591928664;156
591944887;1959
591975276;205
591987798;30
592081432;29
592099027;81
592119188;129
592127920;8
592188294;74
592237946;164
592348857;19
592414623;178
592428605;253
592431395;289
592445288;80
592497395;200
592541588;68
592570003;2
592594711;116
592623090;4
592647852;72
592691119;26
592746273;9
592754375;81
592757608;63
592781491;128
592784920;54
592831967;138
592856946;1
592872289;6
592907331;3
592908986;195
592913617;56
592918595;27
592948244;106
592972428;166
592988315;31
593000756;194
593012048;224
593082818;1
593085508;750
593133472;59
593256554;56
593276074;3
593306828;145
593360622;5
593371546;267
593380724;169
593386863;51
593391390;96
593395204;203
593414883;280
593445673;282
593449801;20
593467097;379
593486527;1
593489348;77
593492323;157
593502226;180
593509530;133
593520598;182
593529300;6
593630134;7
593674141;1
593700414;25
593772597;53
593826579;4
593847142;149
593875524;259
593896551;189
593933472;553
594012679;703
594104337;323
594127609;199
594189967;187
594215487;77
594216889;1
594252602;9
594305613;40
594329135;158
594391975;165
594425237;1
594508646;71
594549953;28
594564013;174
594570971;737
594583522;935
594602051;2
594636107;157
594656794;4
594661126;376
594661762;293
594667933;30
594681600;87
594717892;46
594727685;234
594775231;145
594785018;7
594811752;156
594820968;258
594833909;22
594908912;21
594964113;117
594980568;9
595018543;42
595031631;76
595044564;256
595049683;105
595050354;4
595052912;3
595117302;8
595342865;130
595345038;54
595408362;3
595410873;170
595422323;172
595436741;4
595455780;14
595472875;149
595476097;69
595513379;45
595528791;8
595572894;20
595586168;499
595596994;12
595621000;24
595683585;6
595717372;4
595840142;291
595860600;11
595878729;87
595958935;45
595965558;413
595965988;120
596017824;126
596027378;43
596091239;25
596091314;38
596127639;190
596130937;57
596159210;201
596238038;214
596256267;75
596271396;100
596340729;2
596380850;24
596447822;54
596452503;136
596475579;83
596502247;153
596526039;110
596527509;154
596587745;2
596636568;72
596670049;6
596695671;33
596785161;257
596812131;1
596830730;154
596856212;34
596868899;71
596873161;135
596878318;27
596882011;52
596884575;2
596951768;49
597049751;72
597058909;2
597096962;119
597097483;264
597104605;1
597142345;3
597200878;38
597235037;2
597247298;199
597272469;247
597295333;180
597316734;5
597396674;200
597448936;3
597483440;12
597496820;2
597516090;48
597558044;1
597598097;230
597661023;168
597685373;47
597746674;332
597769362;238
597838746;121
597841792;83
597865309;256
597874655;1
597896843;213
597906132;15
597915256;36
597954778;1
597966195;85
597973055;24
598012077;80
598024365;91
598037804;50
598049588;20
598119842;345
598127000;506
598256706;9
598300064;404
598405272;1
598461775;10
598497773;1
598506559;189
598522965;715
598529064;18
598559606;712
598565217;25
598595608;380
598688013;2
598690455;9
598691048;204
598694636;6
598714408;10
598723058;12
598737852;138
598749851;28
598759459;123
598783224;2
598899984;354
598908981;209
599009417;156
599066447;21
599132685;2
599223997;4
599230881;3
599236824;1
599269020;29
599300223;5
599453967;57
599467409;129
599525331;280
599526499;6
599537246;154
599540769;2
599555240;3
599565318;344
599580094;265
599592567;9
599594574;45
599616457;46
599671368;6
599755020;375
599760570;160
599767057;28
599856541;230
599873932;1
599923482;133
599944927;56
599980134;296
600051798;74
600072952;139
600083822;8
600087844;53
600186486;103
600212628;157
600354133;1029
600367377;1
600400373;4
600427363;104
600429074;3
600471652;168
600480453;26
600495015;558
600557275;2
600574749;2
600628401;26
600661605;17
600730259;45
600796775;18
600797902;6
600822306;8
600850398;10
600883870;25
600932793;66
600933063;24
600935102;20
600964362;719
600970719;1
601040719;152
601095309;29
601104824;13
601108659;166
601198478;6
601221785;3
601258142;3
601326092;253
601345287;6
601379648;70
601397452;26
601421148;95
601486747;557
601533355;5
601585725;84
601620858;8
601765255;4
601775717;156
601775794;94
601803956;30
601827988;84
601882059;2
601896787;195
601936325;323
601955030;3
601957414;61
601979565;120
602115117;57
602146569;172
602160073;189
602236365;696
602271027;45
602341395;154
602350369;116
602378086;42
602380457;6
602450173;442
602522653;4
602571831;168
602595584;105
602662034;38
602666335;186
602668495;45
602697809;179
602706247;4
602712920;65
602752786;207
602784730;297
602835222;295
602888814;176
603015312;4
603035985;308
603098133;140
603136014;12
603143086;98
603147328;4
603167519;100
603210050;1
603264369;457
603318626;5
603528180;1
603605786;1878
603607697;1151
603639011;228
603653666;125
603742844;5
603753942;2
603757943;27
603769085;1
603798478;1
603812502;202
603840950;4
603865415;2
603869155;7
603877397;511
603910891;35
603919984;5
603940992;1
603951779;48
604041941;35
604092815;3025
604110401;2
604155114;198
604173990;12
604177407;1
604185035;15
604205595;39
604224824;557
604257233;7
604263435;53
604283058;5
604304016;5
604309563;76
604318193;3
604324840;18
604327946;7
604354123;466
604438188;3
604480923;378
604490290;43
604542440;9
604560190;607
604596424;211
604612580;45
604624241;202
604654335;16
604671528;83
604683224;134
604709877;69
604716160;1
604752850;5
604792880;215
604804408;116
604809590;15
604817167;87
604847999;1
604865315;104
604885880;46
604898575;266
604904067;429
604910332;436
604954806;1
605036813;47
605083849;49
605086691;88
605166664;2
605179407;190
605243593;359
605260147;228
605380331;95
605435144;103
605576486;40
605598952;37
605643492;51
605658692;128
605701551;1
605790025;120
605795502;1
605912632;10
605979046;1
606024702;111
606053091;112
606087135;107
606096292;9
606113611;62
606124057;782
606134233;278
606193938;199
606213184;94
606228540;88
606290696;1
606340205;89
606347917;6
606404514;54
606429694;4
606430665;1
606458049;46
606486900;404
606491540;82
606510440;81
606514087;52
606515720;1
606628151;12
606656757;12
606672178;132
606695071;15
606739850;65
606741003;1097
606745474;109
606753141;300
606763801;304
606784119;120
606785762;16
606833179;15
606841712;1
606928138;65
607012931;83
607057546;1
607125331;4
607146038;75
607214924;170
607265669;514
607265972;49
607279523;4
607299834;125
607406769;143
607429992;104
607510072;305
607512745;108
607551690;130
607558354;37
607568542;39
607577031;19
607646900;34
607683786;406
607697166;119
607732393;1501
607747794;103
607841631;378
607900836;135
607918303;8
607969277;2
607971797;25
607987755;229
608020712;35
608036420;51
608089422;6
608096655;109
608110575;1
608120601;25
608216057;221
608240092;499
608288249;383
608351298;33
608359055;200
608376232;58
608395332;452
608514745;69
608540026;52
608603223;76
608612176;279
608627973;247
608643176;10
608667741;31
608668592;1
608685080;231
608831927;5
608863526;197
608877009;9
608911532;116
608912308;2
608913545;537
608977746;12
608999594;58
609035053;14
609140276;20
609175261;106
609192341;189
609372570;19
609417775;215
609427966;78
609498938;130
609505952;136
609597215;248
609643800;190
609777682;10
609833098;33
609847592;14
609905962;281
610107515;7
610107618;33
610161308;5
610172467;118
610178086;49
610255264;110
610273065;59
610298039;108
610333939;756
610396010;111
610399887;144
610420246;29
610501698;134
610524637;317
610542494;185
610554641;95
610575103;22
610634185;185
610697436;55
610965699;84
610983436;52
611018288;6
611021176;5
611026553;493
611051492;15
611101793;2
611114413;222
611116793;8
611135163;12
611149304;21
611203367;1
611228028;176
611251873;1534
611283350;139
611307358;224
611328960;464
611336716;191
611368793;226
611398847;4
611478633;7
611556610;1
611577259;1
611602872;36
611620214;14
611672344;105
611682883;9
611697994;6
611727095;147
611742559;103
611855215;92
611874288;395
611891369;6
611904687;10
611963231;210
611966193;98
612087753;3
612116078;183
612121091;222
612149202;1
612157533;2
612190386;7
612248532;21
612264746;261
612290902;269
612310314;53
612315354;25
612397582;2
612489174;18
612501825;104
612505125;4
612571049;12
612586712;59
612641502;52
612645529;93
612653486;46
612777630;53
612842264;1158
612911753;14
612923249;4
612930476;30
612978351;111
613055516;1
613070408;124
613074812;148
613120064;285
613134415;251
613151268;346
613155544;243
613233353;6
613288672;405
613360725;386
613369005;1
613422896;1160
613480708;107
613495066;21
613530623;12
613537194;267
613553287;17
613558658;320
613606886;145
613624694;2
613697866;506
613740126;199
613797560;29
613832857;11
613839783;65
613997470;88
614005385;139
614030687;2
614035892;768
614091666;29
614128350;76
614135512;118
614150102;7
614171137;102
614183085;84
614197592;92
614257223;58
614310578;1
614320609;13
614378734;497
614396342;74
614433156;44
614492863;2
614494451;1
614509908;393
614563663;2
614566453;196
614584167;246
614600130;178
614602692;71
614622851;1
614632035;1
614655027;87
614692011;93
614699460;8
614799127;397
614805470;494
614829262;109
614949039;256
614953433;56
614994119;2
615105176;67
615125642;2
615162503;182
615166678;67
615203624;1266
615208648;85
615261102;309
615335598;380
615366086;4
615465420;6
615465847;5
615507975;126
615590268;37
615671580;501
615761080;23
615765747;76
615782708;67
615817095;4
615937398;1
615952253;53
615969164;322
616001882;10
616028810;548
616099072;6
616136092;16
616143675;391
616158482;4
616175782;4
616189254;132
616211318;164
616226298;94
616235804;376
616256702;40
616342005;165
616350504;6
616392606;34
616464250;128
616488985;331
616591668;106
616640146;2
616714084;3
616728148;89
616771298;3
616791924;43
616793522;1
616819199;340
616852010;282
616891288;446
616901057;38
617007703;105
617036561;14
617037464;220
617071658;1
617086698;142
617109738;491
617113856;52
617165170;70
617225334;52
617247373;2
617250751;70
617345340;6
617361634;220
617401796;8
617418806;81
617459440;62
617469039;69
617477803;135
617502588;162
617504255;263
617579597;4
617583643;104
617591398;78
617651040;318
617656612;32
617658801;277
617695400;41
617729806;260
617748237;76
617761001;10
617784889;161
617815405;374
617848011;395
617885331;98
617886898;236
617934815;64
617991498;297
617993976;104
617994208;121
618005071;336
618016258;9
618044334;1
618055388;133
618062028;94
618069042;83
618085685;279
618134579;61
618135569;11
618188291;17
618245940;164
618258123;41
618283153;59
618288516;85
618305638;43
618306808;21
618380499;2
618408065;13
618420961;1
618487826;21
618565631;473
618574940;346
618584411;20
618738742;1
618762221;28
618827789;8
618863833;269
618928561;1
618946553;5
618960759;88
618973681;37
618978522;107
619038862;1181
619173808;714
619178783;88
619183568;57
619196492;3
619202899;167
619238303;636
619249255;3
619260244;3
619276413;228
619292624;64
619441359;128
619557632;24
619576613;303
619603606;3
619628252;402
619634128;20
619682529;55
619741611;11
619749397;9
619771760;12
619812241;734
619847540;5
619864771;4
619870808;993
619871048;93
619947644;194
619948458;2
620018725;42
620065386;2
620103370;1
620141197;1
620144150;11
620145827;238
620151720;3
620155375;1
620160752;26
620177535;7
620249558;1
620269791;5
620286198;7
620358412;5
620386278;6
620415302;7
620442394;109
620449918;1
620462317;6
620528049;40
620560772;1
620566122;1
620580298;50
620621309;1
620630456;134
620655730;59
620663028;4
620707841;41
620712177;272
620731891;65
620739024;4
620750119;143
620772792;14
620797779;169
620838188;220
620852839;1
620889848;11
620903966;150
620908996;102
620956854;29
620973374;110
621060679;91
621161166;4
621183949;496
621191851;67
621201663;172
621205337;202
621240626;5
621291848;221
621314418;660
621363279;273
621367066;4
621388003;30
621396053;73
621396178;16
621414180;60
621477440;80
621486566;31
621508786;138
621560187;3
621582380;494
621605001;50
621619068;22
621619675;1
621626053;327
621626631;132
621725871;48
621752821;79
621767122;284
621781294;163
621840496;221
621846439;42
621849160;586
621853493;4
621874921;4
621928314;50
621950750;102
621955905;2
622078349;24
622114636;5
622140120;30
622215267;27
622271040;124
622288290;256
622317676;254
622333386;22
622335163;165
622402845;4
622441463;65
622441579;1
622449370;38
622468286;428
622474356;48
622510066;4
622557479;45
622561947;5
622612994;22
622758526;777
622816545;1
622830820;36
622861109;227
622895760;94
622901072;1
622910666;570
622913938;1
623053052;97
623053701;294
623055919;157
623074142;159
623101135;57
623127961;29
623193305;210
623208365;2
623253892;1
623261744;1
623343037;191
623347308;1
623357303;2
623445388;137
623483274;82
623491818;1
623507784;240
623530449;9
623571060;102
623652068;1
623681467;91
623688409;270
623746179;63
623787677;198
623804631;21
623826468;202
623858244;676
623858479;468
623861718;530
623879467;104
623881446;59
623898950;15
623935474;4
623948162;298
623994376;33
624000762;110
624041362;12
624102155;288
624135434;115
624173822;818
624177502;45
624190733;373
624316326;278
624351800;25
624380990;3
624414442;81
624486947;270
624487389;219
624506116;17
624523857;133
624536639;147
624550292;10
624561109;60
624624788;97
624695443;409
624702337;1
624706207;317
624763214;165
624802241;115
624803325;23
624805334;545
624846962;127
624877945;178
624913505;3
624936085;888
624951349;1
625056244;60
625112358;4
625115279;339
625123942;44
625145721;1
625156564;149
625158477;8
625161679;336
625247852;45
625264987;254
625306147;52
625316999;5
625370590;534
625418551;99
625427897;21
625439186;3
625480649;4
625486458;31
625540626;54
625578135;213
625723205;8
625798473;1
625846052;65
625852255;2
625880282;184
625895731;2
625908857;199
625960060;408
626109864;120
626173018;284
626277052;78
626296441;214
626434017;135
626457932;20
626519988;384
626631061;249
626655678;194
626688077;90
626741200;205
626790450;1
626859631;1053
626942517;21
626956476;57
626961825;1194
626992018;149
627010136;91
627018972;312
627044347;374
627057506;1
627058551;403
627141373;8
627237074;456
627282773;2
627332136;252
627381819;153
627407008;5
627425312;111
627436879;436
627449330;13
627466336;75
627488079;121
627524786;4
627588313;440
627597502;28
627625475;298
627652777;56
627689583;17
627728884;210
627786200;58
627786264;74
627799509;2
627856085;596
627895929;337
627914179;322
627945916;83
627947014;2
627962784;34
627968637;1
628002262;81
628065683;121
628070520;3
628177278;417
628281243;1001
628404630;189
628426110;66
628443737;2
628451968;1
628540579;1240
628582046;18
628585579;7
628600785;26
628605811;39
628674048;115
628744440;896
628780621;107
628813760;1
628816860;75
