"fid";"count"
1308270538;727
1308331108;2706
1309119136;282
1309320360;3033
1309560224;531
1309674736;4424
1309805437;206
1310080831;270
1310304772;278
1311304882;938
1311491737;257
1311709523;543
1312096302;242
1312125515;756
1312327469;642
1312522736;169
1312620608;967
1312656684;822
1312806876;206
1312830783;504
1313187300;384
1314398849;165
1314914134;708
1315570894;446
1316004117;408
1316191902;95
1316624539;272
1317366741;885
1317741595;329
1318736797;885
1318831748;638
1318995780;91
1320610148;434
1320620375;239
1320815638;90
1321521819;27
1321795693;315
1323401437;107
1323870306;348
1324391035;1048
1325794293;559
1326197935;1188
1326363772;373
1327186547;208
1327448672;352
1327560123;538
1327674736;248
1327804662;172
1327827226;72
1327891768;285
1327994450;352
1328200581;682
1328240065;316
1328250368;229
1328623563;784
1328674348;137
1328732659;317
1328931844;359
1329400829;153
1329620213;399
1330134660;439
1330243265;143
1330247967;155
1330670231;515
1331280033;958
1331280489;141
1331281319;167
1331970079;453
1332082855;801
1332240158;671
1332335624;351
1332718296;2196
1332747989;303
1334500602;1970
1334712328;187
1334730241;70
1334850230;381
1334964729;1184
1335016304;57
1335240145;1417
1335621516;740
1335755436;203
1335952252;49
1336115258;358
1336913016;101
1337023433;170
1337194001;1177
1338120080;210
1338234659;67
1338621139;406
1338971307;154
1339200090;131
1339310548;261
1339561437;1177
1340490590;1003
1340847258;48
1341317937;26
1342197150;100
1342290060;154
1343537088;1194
1343546677;262
1343935162;785
1344159799;759
1344442570;64
1344524570;379
1345110159;1427
1345574284;503
1345574432;258
1346914417;537
1348671904;744
1349118546;597
1350102556;1443
1350851301;1849
1350964305;127
1351113760;273
1351270887;235
1351420112;108
1352597913;143
1352691979;114
1352701678;187
1352745943;406
1353300044;1609
1353486742;155
1354212179;195
1354994153;555
1358515997;403
1359164983;269
1359974829;353
1360656332;282
1360882831;343
1362637858;536
1362937379;152
1363119964;248
1363399286;371
1363514699;302
1363684217;177
1363740182;22
1364165442;121
1364250499;212
1364696266;2034
1364739021;584
1365941902;147
1365988240;488
1366246446;292
1366876107;35
1367094350;478
1367195761;627
1367220797;345
1367451140;1334
1367498876;206
1367904696;16
1368046172;262
1368644533;158
1368930104;579
1369309321;110
1369395307;515
1370152190;97
1371391211;459
1372595708;181
1372620393;916
1373292176;142
1374360916;217
1374606219;91
1374920461;146
1374987483;215
1376113224;109
1376501586;192
1376942973;816
1377255580;278
1377590132;309
1378253394;78
1378830087;103
1379483306;441
1380000148;154
1380520552;232
1381033171;1464
1381253200;184
1381346565;919
1382362202;632
1382520459;746
1382520661;349
1383796457;480
1384027908;288
1384113672;353
1385052896;67
1385079202;655
1385259573;247
1385404678;91
1386470789;851
1387155074;335
1387626693;115
1387922449;414
1388100302;183
1388181305;37
1388670863;1031
1389455831;211
1389587980;178
1389684623;218
1389768341;154
1389921043;646
1390468463;1143
1391040299;414
1391310127;613
1391362704;233
1391802183;359
1392270025;197
1392450017;262
1393504887;259
1393913126;1065
1393962966;271
1394403196;676
1394473102;207
1394760113;920
1394794898;332
1395670943;868
1395720104;37
1396327124;202
1396654908;196
1397165969;110
1397634002;159
1398660589;106
1399936920;1018
1400013443;317
1400071920;679
1400105651;145
1400306690;123
1400390437;477
1400496540;278
1402941863;497
1403174731;833
1403281171;138
1403557592;684
1404529616;343
1405033338;669
1405797848;406
1405841030;152
1406258118;369
1406483118;92
1407344794;372
1407572916;452
1408127335;744
1409139762;82
1409225682;414
1409462025;609
1409784617;101
1409816935;518
1410207143;507
1410291935;619
1411654028;170
1411718744;1667
1411942526;168
1414000118;1262
1414592135;113
1414648867;224
1416100758;159
1417136556;940
1418497526;417
1419663519;61
1419720114;3443
1420838773;197
1421040131;274
1421556396;163
1422707032;253
1422837141;25
1424057720;187
1424711806;432
1425259058;176
1425337481;984
1426895584;237
1427220079;178
1427373922;616
1427809144;137
1428362666;158
1429279043;99
1429460306;295
1429461724;285
1429860041;618
1430199106;189
1430890130;881
1431092556;734
1431101262;211
1431348572;163
1431585199;415
1432670159;444
1432766630;311
1433748626;500
1433750803;165
1434128413;88
1434348389;183
1434472257;122
1434636329;212
1435115757;107
1435193820;372
1435223353;136
1435401612;111
1436172171;432
1436196767;228
1437033514;236
1437540050;254
1437863350;3711
1438073318;577
1438735779;608
1440138284;224
1441247107;147
1441903671;274
1442196541;190
1442228446;108
1442444324;1070
1442531978;145
1443731929;579
1443984619;560
1444620119;5
1445839493;47
1446136862;424
1446764750;426
1446844984;295
1447830165;452
1447845058;651
1448948581;108
1449399532;313
1449824837;396
1450105878;216
1450427504;138
1450915775;754
1451804687;161
1451843122;363
1452015145;107
1454042506;252
1454771832;402
1454947120;501
1455240682;82
1455786579;118
1456260005;954
1457681121;305
1458197501;1094
1458517124;1264
1459245528;544
1459331906;1023
1459337371;468
1459789434;393
1462061128;1092
1463892371;307
1464317546;225
1464422965;335
1465626470;172
1466208814;256
1466430552;791
1466467848;564
1467116557;663
1468350200;244
1469136913;798
1469463115;270
1469570527;1445
1470000007;945
1470475140;143
1470706309;1015
1470712219;845
1470830100;530
1471080232;769
1471947267;499
1472755934;378
1473132701;373
1474627300;277
1474920464;235
1475022691;139
1475227271;110
1478750315;177
1479234512;318
1479577543;173
1480290259;116
1480577861;259
1480650423;24
1480713206;3
1480864623;520
1481301007;226
1481464784;568
1482451090;208
1482930083;771
1482952006;598
1483147019;1005
1484089593;3
1485570618;655
1485895030;219
1486610886;217
1487517849;105
1487544037;248
1489128935;227
1489876240;2019
1489914291;367
1491225630;216
1491553073;370
1491835478;639
1492496934;209
1492610834;220
1492670520;145
1492835667;14
1493970177;1175
1494012381;116
1494459036;872
1495570288;157
1497272044;255
1498187513;184
1499762611;265
1499990071;425
1500309761;57
1501411341;126
1501800558;1916
1503646423;119
1503790700;150
1505687392;208
1506905899;318
1507510806;1310
1507662695;26
1508296387;165
1508440426;24
1509004806;26
1509006912;794
1509270441;639
1509456928;1116
1510726841;546
1511071941;295
1511426622;331
1512145304;276
1512297168;238
1512946542;350
1513793616;483
1513950105;475
1515663729;291
1515726923;393
1515840919;905
1516668709;274
1516860004;687
1517716154;240
1519594911;361
1520220022;901
1520920714;415
1520987630;167
1521086311;172
1521246079;233
1522216504;2530
1522751455;396
1523277002;654
1523374489;89
1524600047;140
1524611904;182
1524787366;71
1525081687;131
1525920285;865
1526496996;38
1526618828;537
1526755968;2011
1527384102;202
1528034478;147
1528428441;572
1529439695;227
1529706474;189
1530742499;1558
1531710130;84
1531740017;400
1532100029;117
1532229473;951
1532237739;653
1533042229;349
1533575893;61
1533776946;251
1533930047;274
1534011840;195
1534305394;124
1534305499;788
1534440039;632
1534461766;291
1535323544;715
1536030098;696
1536049065;140
1536397696;342
1537480629;443
1537890190;304
1538520971;255
1538743591;388
1538850017;103
1538953202;965
1539963739;747
1540950668;759
1541393818;523
1541496348;150
1541564206;389
1541631854;155
1541682644;575
1541952934;145
1542392446;207
1542798576;253
1543347539;309
1544482188;100
1545246353;326
1546813532;510
1547700018;184
1547861054;130
1548202452;183
1548675968;334
1550030502;83
1550492126;822
1550730044;2
1553775733;359
1556706433;601
1557647072;785
1558013112;588
1558225103;671
1558489702;769
1558551015;212
1558861258;219
1560753516;898
1560950093;265
1563002420;580
1563821845;60
1563991072;462
1564171346;100
1564262835;61
1565426884;1158
1566825265;1025
1566870370;149
1567500034;560
1567830046;625
1568950995;396
1569102480;81
1569300347;112
1569754060;36
1570533521;333
1570555402;223
1570611673;345
1570980005;624
1571569918;133
1572426246;369
1572487181;113
1572510002;613
1572730038;1062
1575470003;209
1576040364;300
1576568416;251
1576860060;335
1577809944;124
1577895037;301
1577895756;1089
1578400752;164
1578601534;858
1578914969;113
1579147778;98
1582299368;891
1582650029;693
1582653503;214
1582846948;421
1582942325;371
1583836999;103
1584648985;1489
1585584392;722
1585754457;209
1585807470;2247
1586197786;339
1587112798;756
1587791377;359
1589982473;375
1591147104;556
1591784935;783
1592054675;474
1593079942;424
1593093273;1092
1593633813;218
1594641966;98
1594787017;324
1597286813;234
1598665172;1126
1599097747;471
1599101941;464
1600055870;81
1600080033;704
1600760547;221
1602360292;608
1602965105;676
1603006377;1009
1603635863;414
1604967073;1172
1608885048;762
1609479395;165
1609655892;919
1610191136;474
1611870037;400
1612034068;825
1613110020;286
1614214441;226
1614655218;602
1615698464;180
1615811607;31
1615898957;50
1616589994;161
1616625244;79
1616877524;42
1617743014;125
1617781321;333
1618308152;5
1618384220;126
1619739201;254
1620326569;244
1620467321;134
1620572222;588
1620836304;598
1621400063;524
1621622615;142
1623386720;620
1624426549;90
1624441394;172
1624461226;194
1624824740;164
1624901929;344
1625028728;200
1625045157;579
1625419866;712
1625839097;662
1626015018;1481
1626092947;363
1627021710;230
1629102252;1029
1629129479;602
1629702905;240
1629858075;216
1630292693;177
1630312023;218
1630784053;274
1632579444;85
1632586197;265
1633964706;1210
1634163464;527
1635849202;290
1637833357;621
1638472550;620
1638555160;157
1638714559;28
1638758616;298
1638862458;722
1639604933;1544
1640262506;222
1640840838;234
1641765164;1153
1642065822;347
1643613893;764
1643737792;327
1644002985;298
1644968574;237
1644998614;194
1645336612;217
1645388413;175
1648327707;384
1648553351;401
1648929750;157
1649537560;174
1650150463;617
1650456287;228
1651123817;285
1653043207;1040
1654405781;888
1654442799;531
1654737393;140
1655751830;1472
1656496651;3817
1656993469;81
1657818944;207
1657913564;792
1658063598;771
1658406130;3
1659549522;267
1660077680;315
1661539285;82
1661571080;373
1662535666;222
1663721789;199
1663913929;720
1664165952;423
1664335847;767
1664402674;93
1664764032;179
1664987567;580
1665055900;188
1665129415;564
1665815986;369
1667196110;149
1667463632;159
1667749728;172
1668515728;230
1670613671;510
1671204564;57
1671211933;110
1671810363;299
1672514710;2549
1673126440;123
1673493486;367
1673509638;1791
1673655125;53
1674731146;227
1675089305;1216
1676857212;507
1678203799;108
1680401639;186
1681381476;356
1681841493;844
1682110271;132
1682353063;769
1683116934;345
1683270094;165
1685090571;630
1685936935;239
1686090115;362
1686407814;487
1686660325;364
1690554181;1080
1692347447;153
1692751691;239
1693161554;136
1695231468;202
1697536440;137
1697568216;250
1698051398;880
1703827873;691
1703930007;480
1704101506;110
1704410077;844
1705942025;219
1707474978;204
1708759804;538
1711801802;803
1712038468;634
1712094323;212
1712345651;138
1712496641;96
1713875275;78
1715625950;371
1715856265;342
1716302339;347
1717016007;241
1719742057;190
1720628771;688
1720758680;437
1721573788;651
1722200845;60
1722448333;242
1722620184;281
1723167406;325
1723407008;932
1724971285;455
1725870661;262
1726166081;661
1727301347;666
1730504599;581
1730827724;195
1733931957;688
1735172355;126
1736587760;199
1736611229;861
1738789607;223
1739551439;62
1739761681;213
1739951446;71
1740122441;555
1741471678;391
1741507289;247
1743896747;166
1744099930;595
1744890461;309
1745160166;686
1746652669;1153
1746705298;976
1746752353;119
1747227080;222
1747311154;68
1747380203;189
1747460070;243
1748124931;90
1750399849;282
1752148465;249
1752229198;295
1753000291;1890
1753225595;59
1755726615;107
1757201517;341
1757247168;512
1757576716;228
1758383227;591
1760209560;402
1761645152;259
1762680620;804
1763698087;573
1764679240;299
1765780921;390
1766066427;1442
1767469873;209
1767486034;235
1768754284;531
1768881545;588
1769762616;468
1769839687;260
1770570772;789
1770857265;114
1771836061;273
1772816087;127
1773755097;1441
1775105695;520
1777023163;238
1777505164;51
1777661209;95
1777680179;142
1777939806;481
1778116981;279
1778450011;1287
1779382881;425
1780550567;512
1781662494;1256
1782040800;250
1782139049;656
1782612143;303
1785675344;244
1787346608;763
1788737382;34
1789526691;2282
1789846646;180
1791616086;156
1792117948;320
1792695896;23
1794288740;126
1794552159;1469
1796595197;1014
1798433781;68
1798459422;304
1798818109;136
1799460800;450
1800014490;1112
1801664537;644
1801852853;249
1802746237;347
1802993406;87
1803506656;701
1804096678;106
1806464353;323
1807275307;47
1807955456;266
1810308071;13
1811234424;1208
1812112017;205
1812988558;179
1813395881;1478
1813484513;746
1813826547;256
1814206976;706
1817652269;475
1818077021;251
1819295924;176
1819936218;249
1820027884;1157
1820837234;1444
1822014877;528
1822235724;278
1822416505;953
1822840376;135
1823115909;624
1823357032;909
1824249043;350
1824283465;230
1824947900;471
1825405565;360
1825818923;139
1827378113;561
1827470425;225
1828006016;306
1828156524;647
1829215928;438
1830630601;205
1831956724;1199
1832293311;77
1833790023;168
1834966679;136
1835077163;520
1836096681;565
1836338534;208
1836529974;263
1837087003;1471
1837497560;474
1837782412;282
1839454224;112
1840060964;100
1840395562;189
1841486607;185
1842033252;273
1843899855;138
1844182995;893
1844239859;353
1845295700;263
1846520885;322
1847682091;851
1848737016;478
1848773572;423
1848864757;901
1849447452;599
1850524633;221
1850733995;78
100000000098841;237
100000000754039;1010
100000001292326;463
100000002084451;1437
100000002415122;1109
100000002670154;65
100000002692100;129
100000003857556;228
100000004591940;1728
100000005437722;241
100000005717764;254
100000006398277;223
100000006462012;291
100000006508485;1331
100000006706562;193
100000007045985;182
100000009144049;305
100000010086926;141
100000010266327;1602
100000010644611;638
100000011405267;174
100000011780157;234
100000011840882;334
100000011976716;113
100000012096123;128
100000014812781;240
100000015745551;168
100000016265172;189
100000016284620;391
100000016324349;9
100000017414784;655
100000017652708;1991
100000017941863;386
100000018415076;3644
100000019977427;501
100000020835563;1247
100000020950405;490
100000021537460;178
100000021791655;265
100000022210853;150
100000022953572;627
100000023630914;649
100000023700366;341
100000025455177;562
100000025683225;148
100000025758611;702
100000027018391;489
100000027311990;322
100000028429236;98
100000028875977;102
100000029169721;154
100000029938088;98
100000030110163;230
100000030499519;326
100000030566683;245
100000032215264;714
100000034003102;614
100000035791500;539
100000035823322;346
100000035998864;2154
100000036570596;1270
100000036884727;230
100000036983548;354
100000037996830;536
100000039092531;252
100000039192038;325
100000039612150;540
100000041147538;87
100000043693856;1125
100000043884503;426
100000043993197;131
100000044807594;144
100000045868029;414
100000045878624;858
100000045898395;805
100000046819273;43
100000047786234;169
100000048592565;112
100000048933061;570
100000050012459;162
100000050880780;366
100000054527906;197
100000054987874;440
100000055399036;118
100000056397056;284
100000056576856;663
100000057822757;80
100000057929128;38
100000057941955;113
100000060131345;133
100000060156208;110
100000060446918;425
100000060898362;261
100000062137206;594
100000062240847;735
100000062282289;64
100000062736240;329
100000063696002;953
100000065068115;414
100000066252409;175
100000067580728;630
100000068661575;178
100000069026351;782
100000069035356;330
100000069554899;260
100000070543559;481
100000071134736;529
100000071221653;152
100000071886444;76
100000071906211;43
100000072450019;396
100000072560547;257
100000072635175;627
100000072718764;616
100000073266013;297
100000073564515;485
100000074359170;307
100000074394828;485
100000074684765;232
100000074707387;757
100000075115756;422
100000075285934;801
100000075582659;809
100000075863993;86
100000078168036;243
100000078972368;540
100000079207372;286
100000079413960;557
100000079963783;114
100000080450755;161
100000082224497;1576
100000082538190;206
100000082644753;235
100000083739659;682
100000084222331;1072
100000084343959;516
100000084542288;399
100000084752383;622
100000085453236;3691
100000086718162;264
100000087234434;2135
100000087778707;214
100000088664200;417
100000088918569;44
100000089096034;316
100000089892408;102
100000089967267;152
100000090023946;589
100000090158958;204
100000092003022;160
100000092103925;1238
100000092257742;257
100000092833673;571
100000093335795;297
100000093581195;251
100000094562483;272
100000094699453;474
100000095112192;595
100000095596192;44
100000095844656;302
100000096273190;1490
100000097028666;87
100000097377332;140
100000098014294;104
100000098448945;36
100000098990318;64
100000100091594;473
100000100232221;627
100000100761552;399
100000101804038;1
100000103435116;60
100000103453820;413
100000104295236;391
100000104425007;1613
100000104556820;1137
100000104605270;417
100000105195237;474
100000106127648;219
100000106268399;369
100000106444012;415
100000106752364;904
100000106963846;193
100000107374578;433
100000107376686;717
100000107696142;180
100000107843941;421
100000108331422;712
100000109085579;174
100000110143425;71
100000110610478;306
100000111263005;103
100000113273831;266
100000114154694;2154
100000114466259;957
100000115602118;358
100000116033135;213
100000116422927;704
100000117224954;481
100000118593636;580
100000118708529;382
100000118844080;62
100000119208891;217
100000119933339;131
100000120058160;360
100000120232145;278
100000120699802;437
100000122085891;439
100000122746157;384
100000122797718;815
100000122821108;563
100000123615192;1012
100000123737829;868
100000124833631;1143
100000125604279;185
100000125786751;95
100000126003707;355
100000126038442;521
100000127766681;1936
100000127999436;2141
100000128523618;155
100000128531284;868
100000129232333;579
100000130111364;782
100000130382304;1041
100000130792520;263
100000131580027;960
100000131707118;253
100000131905591;491
100000132223912;403
100000132921629;115
100000133146354;356
100000133225004;341
100000133676668;103
100000133754872;1056
100000133846230;776
100000133942984;136
100000136260050;122
100000136780581;236
100000136881581;796
100000137122731;280
100000137676393;1038
100000138204310;404
100000138365332;257
100000140250017;372
100000140944786;232
100000141023307;235
100000141603536;120
100000141955030;192
100000142218566;129
100000142680004;165
100000142853814;320
100000143212176;1868
100000143791050;569
100000144180146;1143
100000144258137;418
100000144278705;155
100000145741731;36
100000145785632;249
100000145902189;826
100000146207674;145
100000146531971;174
100000146567484;420
100000146714627;122
100000147874158;117
100000148425267;118
100000148845090;304
100000148902084;884
100000149202016;425
100000149395965;294
100000149435422;1703
100000149461679;426
100000149681314;964
100000149768166;286
100000149967073;148
100000150153427;577
100000150345956;513
100000150676015;1174
100000150941835;190
100000151020084;154
100000151938792;359
100000152166656;197
100000152230964;182
100000152871554;208
100000153062887;818
100000153434010;187
100000155381710;312
100000155854487;217
100000156274398;139
100000156899095;113
100000157016644;418
100000157455377;83
100000157704931;140
100000157752395;1470
100000158112690;158
100000158724944;995
100000159243889;80
100000160704673;220
100000160707180;159
100000161094344;236
100000161568282;90
100000162351733;485
100000162670232;667
100000162770534;65
100000163234055;114
100000163620838;467
100000163660032;262
100000164442465;261
100000165012336;199
100000165607586;454
100000165618241;37
100000165636779;109
100000166118913;355
100000166140255;331
100000166576826;170
100000167572128;1122
100000167770706;381
100000168366126;139
100000168819921;21
100000168960476;1197
100000169351128;194
100000169800542;651
100000170053759;720
100000170506685;349
100000170736859;677
100000171191619;1995
100000171360840;322
100000171366731;264
100000171471488;202
100000172230477;194
100000172758464;249
100000173566398;114
100000173646106;477
100000173967065;208
100000174067701;356
100000175254620;56
100000175285220;457
100000176091591;267
100000176710399;98
100000177079874;477
100000177559407;211
100000178423948;391
100000179952059;213
100000179961554;461
100000180271323;284
100000180298043;80
100000180835711;421
100000181262758;266
100000181554722;596
100000182710378;159
100000182785686;645
100000182864118;212
100000182936907;628
100000183229872;220
100000183485649;86
100000183797671;1104
100000184264347;289
100000184479539;790
100000185232607;81
100000185497402;219
100000185593732;417
100000186217449;291
100000186430831;273
100000187249862;514
100000187618992;287
100000189422795;572
100000189568081;142
100000189600296;221
100000190450846;520
100000190646072;435
100000190872508;1012
100000190884201;258
100000194005688;264
100000194963537;42
100000195165963;921
100000195610551;245
100000196062386;486
100000198810662;320
100000198820952;1077
100000199475048;62
100000200474070;1164
100000201652338;66
100000201970751;117
100000202107579;292
100000202201128;585
100000202326027;261
100000203484164;766
100000203777788;269
100000205265213;201
100000206079087;248
100000206542170;131
100000207026214;68
100000207122903;57
100000207294362;52
100000208085893;106
100000208279828;914
100000209433174;315
100000209618898;84
100000209942377;3
100000210245019;472
100000210789882;891
100000211132867;474
100000211134275;526
100000211543388;129
100000212375110;1237
100000214321112;852
100000214891697;316
100000215355284;161
100000215678676;1334
100000216547677;156
100000216807236;851
100000218210072;202
100000218340217;402
100000218785279;380
100000219534162;28
100000219895555;85
100000220412878;957
100000220497534;407
100000221216251;232
100000221435545;148
100000222130364;92
100000222152644;195
100000225113632;592
100000225750113;317
100000226110059;221
100000226371466;236
100000226449915;115
100000226615103;402
100000226704000;295
100000227243372;1077
100000229201171;1624
100000230115234;81
100000230999224;179
100000232585175;704
100000233410854;358
100000234186279;181
100000236114938;710
100000237173698;744
100000239046480;226
100000239151693;227
100000240172559;298
100000241747697;533
100000243075422;193
100000243637834;268
100000245824358;136
100000245992552;309
100000246351260;695
100000247148379;177
100000247329627;406
100000247970846;527
100000248565297;440
100000249622372;633
100000249980398;394
100000250188145;141
100000250544733;446
100000252038734;127
100000252472975;232
100000252520519;53
100000252694393;100
100000254531792;1224
100000255592341;498
100000256723436;137
100000256914424;452
100000257496466;73
100000257720529;382
100000257945956;1037
100000259850420;328
100000260374323;1257
100000262524129;219
100000263869556;307
100000265370699;655
100000265787694;215
100000266426472;768
100000266752577;541
100000266877223;489
100000266906020;319
100000269028039;623
100000270020706;1132
100000270973979;260
100000271892722;353
100000272101459;313
100000272217250;361
100000274524362;359
100000274983273;547
100000275143797;2
100000275197641;2601
100000275237024;1
100000275637372;152
100000277720567;32
100000278279493;275
100000278516825;2203
100000278775088;1394
100000280176134;1179
100000280216702;360
100000281206636;218
100000281227517;1988
100000281321336;293
100000281972964;228
100000282162809;41
100000282803436;226
100000283390959;649
100000284280584;1090
100000284715942;211
100000285094131;1459
100000285616151;753
100000285648450;385
100000286458871;238
100000286544654;349
100000286995449;969
100000287240902;1275
100000288166358;507
100000288565679;475
100000288820351;173
100000288940369;249
100000288962892;901
100000289202715;256
100000289312904;167
100000289752243;419
100000289879431;597
100000290338645;178
100000290358232;190
100000290533952;53
100000292159054;579
100000293750524;73
100000296248141;722
100000296273851;211
100000296867873;333
100000297574390;266
100000298473273;214
100000299018813;499
100000299715101;653
100000299827819;179
100000301112095;169
100000301376592;28
100000301939864;417
100000303889867;109
100000304278434;140
100000304567884;27
100000304890620;332
100000305361744;1035
100000306231107;162
100000306945100;405
100000307023302;1124
100000307054686;1902
100000307114992;199
100000308475829;258
100000309122050;225
100000309283116;277
100000310181453;70
100000311796261;737
100000312131775;1864
100000312394507;852
100000312478428;202
100000314280156;1513
100000315199958;454
100000315322030;463
100000315796776;469
100000317402005;465
100000318325319;4317
100000318409531;129
100000318682741;233
100000320192880;412
100000323895479;1011
100000325039933;374
100000325174197;598
100000325195308;402
100000328588671;89
100000329094928;244
100000330270238;163
100000330484806;697
100000331893068;306
100000332716238;347
100000332725431;43
100000332852968;1508
100000333407825;1109
100000333670005;599
100000333703463;325
100000336589654;302
100000336638154;116
100000338148052;203
100000338410838;493
100000343615163;17
100000344525805;210
100000345437739;119
100000346020717;394
100000348071392;233
100000348748255;296
100000349942200;3160
100000350981025;394
100000351886974;2318
100000354637871;758
100000354853749;301
100000355369027;155
100000357983490;505
100000361395825;524
100000365801730;67
100000365855909;189
100000365944553;168
100000366122110;245
100000367716179;1005
100000368231749;208
100000368268023;301
100000368472998;150
100000368714638;294
100000369128391;402
100000370703905;481
100000371781938;430
100000374415632;142
100000374458731;129
100000376048039;286
100000376173309;190
100000376360820;208
100000376502933;92
100000377956048;270
100000378079055;252
100000378111886;252
100000378513594;106
100000379347575;201
100000380107998;97
100000381287822;1163
100000381738190;235
100000384558055;289
100000384865987;290
100000384933113;376
100000384941416;296
100000385298344;245
100000385594453;296
100000385849013;36
100000386861113;245
100000387220066;496
100000387393785;182
100000387685433;422
100000387734975;132
100000387851766;1133
100000388568213;220
100000390334290;305
100000391304808;89
100000393549881;44
100000393939601;261
100000394050008;586
100000397460611;1016
100000398569097;894
100000398858691;243
100000399100258;396
100000400045027;1234
100000400431246;391
100000401403878;847
100000401847829;689
100000402258878;623
100000402876667;865
100000404424973;719
100000405810800;142
100000406246908;405
100000406871662;53
100000407614096;821
100000408821878;683
100000409895487;326
100000410527813;518
100000410725494;196
100000411272112;1097
100000411305759;186
100000412921932;1271
100000413275795;558
100000415651915;833
100000416558757;284
100000417334283;749
100000418549533;395
100000418875553;666
100000419985415;1794
100000420645119;464
100000420787243;719
100000422226050;1
100000422507190;3442
100000422949064;113
100000423301065;451
100000425343878;112
100000426000469;722
100000427969010;262
100000429444697;522
100000429904145;467
100000430000685;201
100000430647649;171
100000430835756;468
100000431090655;109
100000432382022;288
100000432543623;152
100000433350479;896
100000434217171;910
100000435247140;67
100000435516217;38
100000435632110;179
100000436483414;995
100000437103615;668
100000437810290;110
100000438200695;378
100000440383575;681
100000440804518;282
100000442099091;1239
100000442725296;417
100000443314041;395
100000443891764;151
100000444385552;292
100000444416024;601
100000448825664;244
100000450155957;343
100000451357846;51
100000454742544;441
100000455012452;548
100000455360216;190
100000456783996;485
100000457110185;504
100000459151202;76
100000459378213;645
100000459662327;1184
100000459879754;223
100000462401401;51
100000462439252;258
100000463095715;251
100000464351876;11
100000464670229;871
100000465580418;155
100000466461978;352
100000467085857;433
100000467961549;145
100000467996613;129
100000468031421;339
100000468243020;79
100000468356548;362
100000468886446;395
100000469677910;255
100000471313068;200
100000471470441;110
100000472091037;396
100000473056238;410
100000473898466;743
100000474022569;840
100000475001853;541
100000476443413;2175
100000477127309;66
100000477731846;197
100000478311871;459
100000479470253;158
100000480187299;478
100000480237188;955
100000481030804;201
100000481113744;161
100000481868849;120
100000482042451;269
100000482100393;304
100000482110668;257
100000482397069;363
100000482407222;348
100000482706559;399
100000482743671;1193
100000483244720;137
100000483259642;198
100000483420405;143
100000483672034;835
100000483817700;279
100000483975378;297
100000484171193;212
100000484969674;373
100000485749592;329
100000486099332;154
100000487000399;171
100000487127939;457
100000487331373;443
100000487794588;661
100000488315336;226
100000488441675;612
100000488803008;279
100000489224241;79
100000489268711;301
100000489712831;759
100000489999583;97
100000490143075;281
100000490361150;326
100000492575324;2202
100000492672815;507
100000492883108;233
100000492925998;511
100000493039638;74
100000493749419;201
100000494860222;1027
100000496174728;282
100000497793857;269
100000498336717;284
100000498797548;168
100000498975586;434
100000499148021;257
100000499703234;971
100000499974004;530
100000500014610;422
100000500845631;219
100000501090452;401
100000501091772;281
100000503625746;149
100000503732060;418
100000503840023;317
100000504736786;106
100000504943126;302
100000505403031;525
100000507183015;185
100000507243022;484
100000507512941;378
100000507738360;858
100000507845008;219
100000508364554;162
100000509383535;216
100000509452756;571
100000509508073;105
100000509592918;221
100000510513167;87
100000511291639;211
100000511470586;218
100000511820611;805
100000511835139;1248
100000511851856;1812
100000512365796;822
100000512903134;337
100000513250617;98
100000513665346;471
100000514707016;16
100000516081664;134
100000516154231;439
100000516308855;375
100000516510149;198
100000516908561;418
100000517130835;117
100000517531682;304
100000517835122;1321
100000517989838;200
100000519795384;225
100000520009520;193
100000520712355;141
100000520902195;373
100000521356538;281
100000521650480;334
100000522227924;145
100000522261617;218
100000522566358;862
100000523096032;249
100000523383800;1480
100000523443616;868
100000523489309;86
100000524656737;124
100000525072708;109
100000526182946;993
100000526449783;451
100000527095542;216
100000527105016;322
100000527242670;1714
100000527536622;103
100000527673031;185
100000528589451;187
100000529137344;547
100000529447307;216
100000529501450;465
100000529872810;1338
100000529988881;231
100000530102696;246
100000530680143;510
100000531289908;218
100000531593854;397
100000531708000;735
100000531819914;341
100000532420176;1516
100000532572531;580
100000532931338;78
100000532988395;966
100000534319353;531
100000534821178;152
100000534991976;363
100000535182191;206
100000535780976;452
100000535985275;619
100000536206602;435
100000536246703;259
100000536892483;292
100000538115259;644
100000538609773;1197
100000539644215;478
100000540191980;596
100000540743230;389
100000541110889;181
100000541123559;292
100000542510338;181
100000544249665;215
100000544968108;336
100000545530911;642
100000545678616;333
100000546827388;322
100000549018069;221
100000550084771;334
100000550391259;135
100000550496654;520
100000551232169;163
100000551246822;299
100000551907305;421
100000552002285;713
100000552411414;634
100000552623854;184
100000553575111;718
100000554352514;455
100000556138303;229
100000556517806;187
100000556714918;390
100000557108530;336
100000557293096;160
100000557387702;50
100000557802806;251
100000557886228;76
100000558665337;291
100000558788644;208
100000559236378;292
100000559417090;1918
100000559431055;97
100000559510487;77
100000559895548;111
100000560663841;139
100000561892591;164
100000563030599;646
100000563315473;571
100000563358027;342
100000563372150;308
100000563963856;234
100000564667028;683
100000565073763;295
100000565132736;26
100000566205002;179
100000568720247;1362
100000568988361;712
100000569450475;123
100000569659836;601
100000570352207;395
100000571149511;510
100000573987506;194
100000574250781;185
100000574377357;204
100000574527393;470
